# wavelength (nm), cross section(cm^2)
1.343000e+02, 1.540556e-17
1.344000e+02, 1.510000e-17
1.345000e+02, 1.528919e-17
1.346000e+02, 1.547838e-17
1.347000e+02, 1.566757e-17
1.348000e+02, 1.567671e-17
1.349000e+02, 1.526575e-17
1.350000e+02, 1.485479e-17
1.351000e+02, 1.444384e-17
1.352000e+02, 1.403288e-17
1.353000e+02, 1.362192e-17
1.354000e+02, 1.321096e-17
1.355000e+02, 1.280000e-17
1.356000e+02, 1.293333e-17
1.357000e+02, 1.306667e-17
1.358000e+02, 1.320000e-17
1.359000e+02, 1.279669e-17
1.360000e+02, 1.239337e-17
1.361000e+02, 1.199006e-17
1.362000e+02, 1.158674e-17
1.363000e+02, 1.118343e-17
1.364000e+02, 1.078011e-17
1.365000e+02, 1.037680e-17
1.366000e+02, 9.973481e-18
1.367000e+02, 9.570166e-18
1.368000e+02, 9.166851e-18
1.369000e+02, 8.763536e-18
1.370000e+02, 8.360221e-18
1.371000e+02, 7.956906e-18
1.372000e+02, 7.553591e-18
1.373000e+02, 7.150276e-18
1.374000e+02, 6.746961e-18
1.375000e+02, 6.343646e-18
1.376000e+02, 5.940331e-18
1.377000e+02, 5.825882e-18
1.378000e+02, 5.743529e-18
1.379000e+02, 5.661176e-18
1.380000e+02, 5.578824e-18
1.381000e+02, 5.496471e-18
1.382000e+02, 5.414118e-18
1.383000e+02, 5.331765e-18
1.384000e+02, 5.249412e-18
1.385000e+02, 5.167059e-18
1.386000e+02, 5.084706e-18
1.387000e+02, 5.002353e-18
1.388000e+02, 4.920000e-18
1.389000e+02, 4.837647e-18
1.390000e+02, 4.755294e-18
1.391000e+02, 4.672941e-18
1.392000e+02, 4.590588e-18
1.393000e+02, 4.508235e-18
1.394000e+02, 4.483271e-18
1.395000e+02, 4.464684e-18
1.396000e+02, 4.446097e-18
1.397000e+02, 4.427509e-18
1.398000e+02, 4.408922e-18
1.399000e+02, 4.390335e-18
1.400000e+02, 4.371747e-18
1.401000e+02, 4.353160e-18
1.402000e+02, 4.334572e-18
1.403000e+02, 4.315985e-18
1.404000e+02, 4.297398e-18
1.405000e+02, 4.278810e-18
1.406000e+02, 4.260223e-18
1.407000e+02, 4.241636e-18
1.408000e+02, 4.223048e-18
1.409000e+02, 4.204461e-18
1.410000e+02, 4.185874e-18
1.411000e+02, 4.167286e-18
1.412000e+02, 4.148699e-18
1.413000e+02, 4.130112e-18
1.414000e+02, 4.111524e-18
1.415000e+02, 4.092937e-18
1.416000e+02, 4.074349e-18
1.417000e+02, 4.055762e-18
1.418000e+02, 4.037175e-18
1.419000e+02, 4.018587e-18
1.420000e+02, 4.000000e-18
1.421000e+02, 3.980769e-18
1.422000e+02, 3.961538e-18
1.423000e+02, 3.942308e-18
1.424000e+02, 3.923077e-18
1.425000e+02, 3.903846e-18
1.426000e+02, 3.884615e-18
1.427000e+02, 3.865385e-18
1.428000e+02, 3.846154e-18
1.429000e+02, 3.826923e-18
1.430000e+02, 3.807692e-18
1.431000e+02, 3.788462e-18
1.432000e+02, 3.769231e-18
1.433000e+02, 3.750000e-18
1.434000e+02, 3.730769e-18
1.435000e+02, 3.711538e-18
1.436000e+02, 3.692308e-18
1.437000e+02, 3.673077e-18
1.438000e+02, 3.653846e-18
1.439000e+02, 3.634615e-18
1.440000e+02, 3.615385e-18
1.441000e+02, 3.596154e-18
1.442000e+02, 3.576923e-18
1.443000e+02, 3.557692e-18
1.444000e+02, 3.538462e-18
1.445000e+02, 3.519231e-18
1.446000e+02, 3.500000e-18
1.447000e+02, 3.480769e-18
1.448000e+02, 3.461538e-18
1.449000e+02, 3.442308e-18
1.450000e+02, 3.423077e-18
1.451000e+02, 3.403846e-18
1.452000e+02, 3.384615e-18
1.453000e+02, 3.365385e-18
1.454000e+02, 3.346154e-18
1.455000e+02, 3.326923e-18
1.456000e+02, 3.307692e-18
1.457000e+02, 3.288462e-18
1.458000e+02, 3.269231e-18
1.459000e+02, 3.250000e-18
1.460000e+02, 3.230769e-18
1.461000e+02, 3.211538e-18
1.462000e+02, 3.192308e-18
1.463000e+02, 3.173077e-18
1.464000e+02, 3.153846e-18
1.465000e+02, 3.134615e-18
1.466000e+02, 3.115385e-18
1.467000e+02, 3.096154e-18
1.468000e+02, 3.076923e-18
1.469000e+02, 3.057692e-18
1.470000e+02, 3.038462e-18
1.471000e+02, 3.019231e-18
1.472000e+02, 3.000000e-18
1.473000e+02, 2.980769e-18
1.474000e+02, 2.961538e-18
1.475000e+02, 2.942308e-18
1.476000e+02, 2.923077e-18
1.477000e+02, 2.903846e-18
1.478000e+02, 2.884615e-18
1.479000e+02, 2.865385e-18
1.480000e+02, 2.846154e-18
1.481000e+02, 2.826923e-18
1.482000e+02, 2.807692e-18
1.483000e+02, 2.788462e-18
1.484000e+02, 2.769231e-18
1.485000e+02, 2.750000e-18
1.486000e+02, 2.730769e-18
1.487000e+02, 2.711538e-18
1.488000e+02, 2.692308e-18
1.489000e+02, 2.673077e-18
1.490000e+02, 2.653846e-18
1.491000e+02, 2.634615e-18
1.492000e+02, 2.615385e-18
1.493000e+02, 2.596154e-18
1.494000e+02, 2.576923e-18
1.495000e+02, 2.557692e-18
1.496000e+02, 2.538462e-18
1.497000e+02, 2.519231e-18
1.498000e+02, 2.500000e-18
1.499000e+02, 2.480769e-18
1.500000e+02, 2.461538e-18
1.501000e+02, 2.442308e-18
1.502000e+02, 2.423077e-18
1.503000e+02, 2.403846e-18
1.504000e+02, 2.384615e-18
1.505000e+02, 2.365385e-18
1.506000e+02, 2.346154e-18
1.507000e+02, 2.326923e-18
1.508000e+02, 2.307692e-18
1.509000e+02, 2.288462e-18
1.510000e+02, 2.269231e-18
1.511000e+02, 2.250000e-18
1.512000e+02, 2.230769e-18
1.513000e+02, 2.211538e-18
1.514000e+02, 2.192308e-18
1.515000e+02, 2.173077e-18
1.516000e+02, 2.153846e-18
1.517000e+02, 2.134615e-18
1.518000e+02, 2.115385e-18
1.519000e+02, 2.096154e-18
1.520000e+02, 2.076923e-18
1.521000e+02, 2.057692e-18
1.522000e+02, 2.038462e-18
1.523000e+02, 2.019231e-18
1.524000e+02, 2.000000e-18
1.525000e+02, 1.980769e-18
1.526000e+02, 1.961538e-18
1.527000e+02, 1.942308e-18
1.528000e+02, 1.923077e-18
1.529000e+02, 1.903846e-18
1.530000e+02, 1.884615e-18
1.531000e+02, 1.865385e-18
1.532000e+02, 1.846154e-18
1.533000e+02, 1.826923e-18
1.534000e+02, 1.807692e-18
1.535000e+02, 1.788462e-18
1.536000e+02, 1.769231e-18
1.537000e+02, 1.750000e-18
1.538000e+02, 1.730769e-18
1.539000e+02, 1.711538e-18
1.540000e+02, 1.692308e-18
1.541000e+02, 1.673077e-18
1.542000e+02, 1.653846e-18
1.543000e+02, 1.634615e-18
1.544000e+02, 1.615385e-18
1.545000e+02, 1.596154e-18
1.546000e+02, 1.576923e-18
1.547000e+02, 1.557692e-18
1.548000e+02, 1.538462e-18
1.549000e+02, 1.519231e-18
1.550000e+02, 1.500000e-18
1.551000e+02, 1.497059e-18
1.552000e+02, 1.494118e-18
1.553000e+02, 1.491176e-18
1.554000e+02, 1.488235e-18
1.555000e+02, 1.485294e-18
1.556000e+02, 1.482353e-18
1.557000e+02, 1.479412e-18
1.558000e+02, 1.476471e-18
1.559000e+02, 1.473529e-18
1.560000e+02, 1.470588e-18
1.561000e+02, 1.467647e-18
1.562000e+02, 1.464706e-18
1.563000e+02, 1.461765e-18
1.564000e+02, 1.458824e-18
1.565000e+02, 1.455882e-18
1.566000e+02, 1.452941e-18
1.567000e+02, 1.450000e-18
1.568000e+02, 1.447059e-18
1.569000e+02, 1.444118e-18
1.570000e+02, 1.441176e-18
1.571000e+02, 1.438235e-18
1.572000e+02, 1.435294e-18
1.573000e+02, 1.432353e-18
1.574000e+02, 1.429412e-18
1.575000e+02, 1.426471e-18
1.576000e+02, 1.423529e-18
1.577000e+02, 1.420588e-18
1.578000e+02, 1.417647e-18
1.579000e+02, 1.414706e-18
1.580000e+02, 1.411765e-18
1.581000e+02, 1.408824e-18
1.582000e+02, 1.405882e-18
1.583000e+02, 1.402941e-18
1.584000e+02, 1.400000e-18
1.585000e+02, 1.397059e-18
1.586000e+02, 1.394118e-18
1.587000e+02, 1.391176e-18
1.588000e+02, 1.388235e-18
1.589000e+02, 1.385294e-18
1.590000e+02, 1.382353e-18
1.591000e+02, 1.379412e-18
1.592000e+02, 1.376471e-18
1.593000e+02, 1.373529e-18
1.594000e+02, 1.370588e-18
1.595000e+02, 1.367647e-18
1.596000e+02, 1.364706e-18
1.597000e+02, 1.361765e-18
1.598000e+02, 1.358824e-18
1.599000e+02, 1.355882e-18
1.600000e+02, 1.352941e-18
1.601000e+02, 1.350000e-18
1.602000e+02, 1.347059e-18
1.603000e+02, 1.344118e-18
1.604000e+02, 1.341176e-18
1.605000e+02, 1.338235e-18
1.606000e+02, 1.335294e-18
1.607000e+02, 1.332353e-18
1.608000e+02, 1.329412e-18
1.609000e+02, 1.326471e-18
1.610000e+02, 1.323529e-18
1.611000e+02, 1.320588e-18
1.612000e+02, 1.317647e-18
1.613000e+02, 1.314706e-18
1.614000e+02, 1.311765e-18
1.615000e+02, 1.308824e-18
1.616000e+02, 1.305882e-18
1.617000e+02, 1.302941e-18
1.618000e+02, 1.300000e-18
1.619000e+02, 1.297059e-18
1.620000e+02, 1.294118e-18
1.621000e+02, 1.291176e-18
1.622000e+02, 1.288235e-18
1.623000e+02, 1.285294e-18
1.624000e+02, 1.282353e-18
1.625000e+02, 1.279412e-18
1.626000e+02, 1.276471e-18
1.627000e+02, 1.273529e-18
1.628000e+02, 1.270588e-18
1.629000e+02, 1.267647e-18
1.630000e+02, 1.264706e-18
1.631000e+02, 1.261765e-18
1.632000e+02, 1.258824e-18
1.633000e+02, 1.255882e-18
1.634000e+02, 1.252941e-18
1.635000e+02, 1.250000e-18
1.636000e+02, 1.247059e-18
1.637000e+02, 1.244118e-18
1.638000e+02, 1.241176e-18
1.639000e+02, 1.238235e-18
1.640000e+02, 1.235294e-18
1.641000e+02, 1.232353e-18
1.642000e+02, 1.229412e-18
1.643000e+02, 1.226471e-18
1.644000e+02, 1.223529e-18
1.645000e+02, 1.220588e-18
1.646000e+02, 1.217647e-18
1.647000e+02, 1.214706e-18
1.648000e+02, 1.211765e-18
1.649000e+02, 1.208824e-18
1.650000e+02, 1.205882e-18
1.651000e+02, 1.202941e-18
1.652000e+02, 1.200000e-18
1.653000e+02, 1.197059e-18
1.654000e+02, 1.194118e-18
1.655000e+02, 1.191176e-18
1.656000e+02, 1.188235e-18
1.657000e+02, 1.185294e-18
1.658000e+02, 1.182353e-18
1.659000e+02, 1.179412e-18
1.660000e+02, 1.176471e-18
1.661000e+02, 1.173529e-18
1.662000e+02, 1.170588e-18
1.663000e+02, 1.167647e-18
1.664000e+02, 1.164706e-18
1.665000e+02, 1.161765e-18
1.666000e+02, 1.158824e-18
1.667000e+02, 1.155882e-18
1.668000e+02, 1.152941e-18
1.669000e+02, 1.150000e-18
1.670000e+02, 1.147059e-18
1.671000e+02, 1.144118e-18
1.672000e+02, 1.141176e-18
1.673000e+02, 1.138235e-18
1.674000e+02, 1.135294e-18
1.675000e+02, 1.132353e-18
1.676000e+02, 1.129412e-18
1.677000e+02, 1.126471e-18
1.678000e+02, 1.123529e-18
1.679000e+02, 1.120588e-18
1.680000e+02, 1.117647e-18
1.681000e+02, 1.114706e-18
1.682000e+02, 1.111765e-18
1.683000e+02, 1.108824e-18
1.684000e+02, 1.105882e-18
1.685000e+02, 1.102941e-18
1.686000e+02, 1.100000e-18
1.687000e+02, 1.097059e-18
1.688000e+02, 1.094118e-18
1.689000e+02, 1.091176e-18
1.690000e+02, 1.088235e-18
1.691000e+02, 1.085294e-18
1.692000e+02, 1.082353e-18
1.693000e+02, 1.079412e-18
1.694000e+02, 1.076471e-18
1.695000e+02, 1.073529e-18
1.696000e+02, 1.070588e-18
1.697000e+02, 1.067647e-18
1.698000e+02, 1.064706e-18
1.699000e+02, 1.061765e-18
1.700000e+02, 1.058824e-18
1.701000e+02, 1.055882e-18
1.702000e+02, 1.052941e-18
1.703000e+02, 1.050000e-18
1.704000e+02, 1.047059e-18
1.705000e+02, 1.044118e-18
1.706000e+02, 1.041176e-18
1.707000e+02, 1.038235e-18
1.708000e+02, 1.035294e-18
1.709000e+02, 1.032353e-18
1.710000e+02, 1.029412e-18
1.711000e+02, 1.026471e-18
1.712000e+02, 1.023529e-18
1.713000e+02, 1.020588e-18
1.714000e+02, 1.017647e-18
1.715000e+02, 1.014706e-18
1.716000e+02, 1.011765e-18
1.717000e+02, 1.008824e-18
1.718000e+02, 1.005882e-18
1.719000e+02, 1.002941e-18
1.720000e+02, 1.000000e-18
1.721000e+02, 9.875652e-19
1.722000e+02, 9.751304e-19
1.723000e+02, 9.626957e-19
1.724000e+02, 9.502609e-19
1.725000e+02, 9.378261e-19
1.726000e+02, 9.253913e-19
1.727000e+02, 9.129565e-19
1.728000e+02, 9.005217e-19
1.729000e+02, 8.880870e-19
1.730000e+02, 8.756522e-19
1.731000e+02, 8.632174e-19
1.732000e+02, 8.564333e-19
1.733000e+02, 8.553000e-19
1.734000e+02, 8.541667e-19
1.735000e+02, 8.530333e-19
1.736000e+02, 8.519000e-19
1.737000e+02, 8.507667e-19
1.738000e+02, 8.496333e-19
1.739000e+02, 8.485000e-19
1.740000e+02, 8.473667e-19
1.741000e+02, 8.462333e-19
1.742000e+02, 8.451000e-19
1.743000e+02, 8.439667e-19
1.744000e+02, 8.428333e-19
1.745000e+02, 8.417000e-19
1.746000e+02, 8.405667e-19
1.747000e+02, 8.390645e-19
1.748000e+02, 8.371935e-19
1.749000e+02, 8.353226e-19
1.750000e+02, 8.334516e-19
1.751000e+02, 8.315806e-19
1.752000e+02, 8.297097e-19
1.753000e+02, 8.278387e-19
1.754000e+02, 8.259677e-19
1.755000e+02, 8.240968e-19
1.756000e+02, 8.222258e-19
1.757000e+02, 8.203548e-19
1.758000e+02, 8.184839e-19
1.759000e+02, 8.166129e-19
1.760000e+02, 8.147419e-19
1.761000e+02, 8.128710e-19
1.762000e+02, 8.110000e-19
1.763000e+02, 8.102500e-19
1.764000e+02, 8.095000e-19
1.765000e+02, 8.087500e-19
1.766000e+02, 8.080000e-19
1.767000e+02, 8.072500e-19
1.768000e+02, 8.065000e-19
1.769000e+02, 8.057500e-19
1.770000e+02, 8.050000e-19
1.771000e+02, 8.042500e-19
1.772000e+02, 8.035000e-19
1.773000e+02, 8.027500e-19
1.774000e+02, 8.020000e-19
1.775000e+02, 8.012500e-19
1.776000e+02, 8.005000e-19
1.777000e+02, 7.997500e-19
1.778000e+02, 7.990000e-19
1.779000e+02, 7.981875e-19
1.780000e+02, 7.973750e-19
1.781000e+02, 7.965625e-19
1.782000e+02, 7.957500e-19
1.783000e+02, 7.949375e-19
1.784000e+02, 7.941250e-19
1.785000e+02, 7.933125e-19
1.786000e+02, 7.925000e-19
1.787000e+02, 7.916875e-19
1.788000e+02, 7.908750e-19
1.789000e+02, 7.900625e-19
1.790000e+02, 7.892500e-19
1.791000e+02, 7.884375e-19
1.792000e+02, 7.876250e-19
1.793000e+02, 7.868125e-19
1.794000e+02, 7.860000e-19
1.795000e+02, 7.845625e-19
1.796000e+02, 7.831250e-19
1.797000e+02, 7.816875e-19
1.798000e+02, 7.802500e-19
1.799000e+02, 7.788125e-19
1.800000e+02, 7.773750e-19
1.801000e+02, 7.759375e-19
1.802000e+02, 7.745000e-19
1.803000e+02, 7.730625e-19
1.804000e+02, 7.716250e-19
1.805000e+02, 7.701875e-19
1.806000e+02, 7.687500e-19
1.807000e+02, 7.673125e-19
1.808000e+02, 7.658750e-19
1.809000e+02, 7.644375e-19
1.810000e+02, 7.630000e-19
1.811000e+02, 7.609394e-19
1.812000e+02, 7.588788e-19
1.813000e+02, 7.568182e-19
1.814000e+02, 7.547576e-19
1.815000e+02, 7.526970e-19
1.816000e+02, 7.506364e-19
1.817000e+02, 7.485758e-19
1.818000e+02, 7.465152e-19
1.819000e+02, 7.444545e-19
1.820000e+02, 7.423939e-19
1.821000e+02, 7.403333e-19
1.822000e+02, 7.382727e-19
1.823000e+02, 7.362121e-19
1.824000e+02, 7.341515e-19
1.825000e+02, 7.320909e-19
1.826000e+02, 7.300303e-19
1.827000e+02, 7.277941e-19
1.828000e+02, 7.253824e-19
1.829000e+02, 7.229706e-19
1.830000e+02, 7.205588e-19
1.831000e+02, 7.181471e-19
1.832000e+02, 7.157353e-19
1.833000e+02, 7.133235e-19
1.834000e+02, 7.109118e-19
1.835000e+02, 7.085000e-19
1.836000e+02, 7.060882e-19
1.837000e+02, 7.036765e-19
1.838000e+02, 7.012647e-19
1.839000e+02, 6.988529e-19
1.840000e+02, 6.964412e-19
1.841000e+02, 6.940294e-19
1.842000e+02, 6.916176e-19
1.843000e+02, 6.892059e-19
1.844000e+02, 6.865882e-19
1.845000e+02, 6.837647e-19
1.846000e+02, 6.809412e-19
1.847000e+02, 6.781176e-19
1.848000e+02, 6.752941e-19
1.849000e+02, 6.724706e-19
1.850000e+02, 6.696471e-19
1.851000e+02, 6.668235e-19
1.852000e+02, 6.640000e-19
1.853000e+02, 6.611765e-19
1.854000e+02, 6.583529e-19
1.855000e+02, 6.555294e-19
1.856000e+02, 6.527059e-19
1.857000e+02, 6.498824e-19
1.858000e+02, 6.470588e-19
1.859000e+02, 6.442353e-19
1.860000e+02, 6.414118e-19
1.861000e+02, 6.385143e-19
1.862000e+02, 6.355429e-19
1.863000e+02, 6.325714e-19
1.864000e+02, 6.296000e-19
1.865000e+02, 6.266286e-19
1.866000e+02, 6.236571e-19
1.867000e+02, 6.206857e-19
1.868000e+02, 6.177143e-19
1.869000e+02, 6.147429e-19
1.870000e+02, 6.117714e-19
1.871000e+02, 6.088000e-19
1.872000e+02, 6.058286e-19
1.873000e+02, 6.028571e-19
1.874000e+02, 5.998857e-19
1.875000e+02, 5.969143e-19
1.876000e+02, 5.939429e-19
1.877000e+02, 5.909714e-19
1.878000e+02, 5.880000e-19
1.879000e+02, 5.848333e-19
1.880000e+02, 5.816667e-19
1.881000e+02, 5.785000e-19
1.882000e+02, 5.753333e-19
1.883000e+02, 5.721667e-19
1.884000e+02, 5.690000e-19
1.885000e+02, 5.658333e-19
1.886000e+02, 5.626667e-19
1.887000e+02, 5.595000e-19
1.888000e+02, 5.563333e-19
1.889000e+02, 5.531667e-19
1.890000e+02, 5.500000e-19
1.891000e+02, 5.468333e-19
1.892000e+02, 5.436667e-19
1.893000e+02, 5.405000e-19
1.894000e+02, 5.373333e-19
1.895000e+02, 5.341667e-19
1.896000e+02, 5.310000e-19
1.897000e+02, 5.281667e-19
1.898000e+02, 5.253333e-19
1.899000e+02, 5.225000e-19
1.900000e+02, 5.196667e-19
1.901000e+02, 5.168333e-19
1.902000e+02, 5.140000e-19
1.903000e+02, 5.111667e-19
1.904000e+02, 5.083333e-19
1.905000e+02, 5.055000e-19
1.906000e+02, 5.026667e-19
1.907000e+02, 4.998333e-19
1.908000e+02, 4.970000e-19
1.909000e+02, 4.941667e-19
1.910000e+02, 4.913333e-19
1.911000e+02, 4.885000e-19
1.912000e+02, 4.856667e-19
1.913000e+02, 4.828333e-19
1.914000e+02, 4.800000e-19
1.915000e+02, 4.777297e-19
1.916000e+02, 4.754595e-19
1.917000e+02, 4.731892e-19
1.918000e+02, 4.709189e-19
1.919000e+02, 4.686486e-19
1.920000e+02, 4.663784e-19
1.921000e+02, 4.641081e-19
1.922000e+02, 4.618378e-19
1.923000e+02, 4.595676e-19
1.924000e+02, 4.572973e-19
1.925000e+02, 4.550270e-19
1.926000e+02, 4.527568e-19
1.927000e+02, 4.504865e-19
1.928000e+02, 4.482162e-19
1.929000e+02, 4.459459e-19
1.930000e+02, 4.436757e-19
1.931000e+02, 4.414054e-19
1.932000e+02, 4.391351e-19
1.933000e+02, 4.372895e-19
1.934000e+02, 4.358684e-19
1.935000e+02, 4.344474e-19
1.936000e+02, 4.330263e-19
1.937000e+02, 4.316053e-19
1.938000e+02, 4.301842e-19
1.939000e+02, 4.287632e-19
1.940000e+02, 4.273421e-19
1.941000e+02, 4.259211e-19
1.942000e+02, 4.245000e-19
1.943000e+02, 4.230789e-19
1.944000e+02, 4.216579e-19
1.945000e+02, 4.202368e-19
1.946000e+02, 4.188158e-19
1.947000e+02, 4.173947e-19
1.948000e+02, 4.159737e-19
1.949000e+02, 4.145526e-19
1.950000e+02, 4.131316e-19
1.951000e+02, 4.117105e-19
1.952000e+02, 4.098947e-19
1.953000e+02, 4.076842e-19
1.954000e+02, 4.054737e-19
1.955000e+02, 4.032632e-19
1.956000e+02, 4.010526e-19
1.957000e+02, 3.988421e-19
1.958000e+02, 3.966316e-19
1.959000e+02, 3.944211e-19
1.960000e+02, 3.922105e-19
1.961000e+02, 3.900000e-19
1.962000e+02, 3.877895e-19
1.963000e+02, 3.855789e-19
1.964000e+02, 3.833684e-19
1.965000e+02, 3.811579e-19
1.966000e+02, 3.789474e-19
1.967000e+02, 3.767368e-19
1.968000e+02, 3.745263e-19
1.969000e+02, 3.723158e-19
1.970000e+02, 3.701053e-19
1.971000e+02, 3.680000e-19
1.972000e+02, 3.660000e-19
1.973000e+02, 3.640000e-19
1.974000e+02, 3.620000e-19
1.975000e+02, 3.600000e-19
1.976000e+02, 3.580000e-19
1.977000e+02, 3.560000e-19
1.978000e+02, 3.540000e-19
1.979000e+02, 3.520000e-19
1.980000e+02, 3.500000e-19
1.981000e+02, 3.480000e-19
1.982000e+02, 3.460000e-19
1.983000e+02, 3.440000e-19
1.984000e+02, 3.420000e-19
1.985000e+02, 3.400000e-19
1.986000e+02, 3.380000e-19
1.987000e+02, 3.360000e-19
1.988000e+02, 3.340000e-19
1.989000e+02, 3.320000e-19
1.990000e+02, 3.300000e-19
1.991000e+02, 3.298000e-19
1.992000e+02, 3.296000e-19
1.993000e+02, 3.294000e-19
1.994000e+02, 3.292000e-19
1.995000e+02, 3.290000e-19
1.996000e+02, 3.288000e-19
1.997000e+02, 3.286000e-19
1.998000e+02, 3.284000e-19
1.999000e+02, 3.282000e-19
2.000000e+02, 3.280000e-19
2.001000e+02, 3.278000e-19
2.002000e+02, 3.276000e-19
2.003000e+02, 3.274000e-19
2.004000e+02, 3.272000e-19
2.005000e+02, 3.270000e-19
2.006000e+02, 3.268000e-19
2.007000e+02, 3.266000e-19
2.008000e+02, 3.264000e-19
2.009000e+02, 3.262000e-19
2.010000e+02, 3.260000e-19
2.011000e+02, 3.260000e-19
2.012000e+02, 3.260000e-19
2.013000e+02, 3.260000e-19
2.014000e+02, 3.260000e-19
2.015000e+02, 3.260000e-19
2.016000e+02, 3.260000e-19
2.017000e+02, 3.260000e-19
2.018000e+02, 3.260000e-19
2.019000e+02, 3.260000e-19
2.020000e+02, 3.260000e-19
2.021000e+02, 3.260000e-19
2.022000e+02, 3.260000e-19
2.023000e+02, 3.260000e-19
2.024000e+02, 3.260000e-19
2.025000e+02, 3.260000e-19
2.026000e+02, 3.260000e-19
2.027000e+02, 3.260000e-19
2.028000e+02, 3.260000e-19
2.029000e+02, 3.260000e-19
2.030000e+02, 3.260000e-19
2.031000e+02, 3.265952e-19
2.032000e+02, 3.277857e-19
2.033000e+02, 3.289762e-19
2.034000e+02, 3.301667e-19
2.035000e+02, 3.313571e-19
2.036000e+02, 3.325476e-19
2.037000e+02, 3.337381e-19
2.038000e+02, 3.349286e-19
2.039000e+02, 3.361190e-19
2.040000e+02, 3.373095e-19
2.041000e+02, 3.385000e-19
2.042000e+02, 3.396905e-19
2.043000e+02, 3.408810e-19
2.044000e+02, 3.420714e-19
2.045000e+02, 3.432619e-19
2.046000e+02, 3.444524e-19
2.047000e+02, 3.456429e-19
2.048000e+02, 3.468333e-19
2.049000e+02, 3.480238e-19
2.050000e+02, 3.492143e-19
2.051000e+02, 3.504048e-19
2.052000e+02, 3.524286e-19
2.053000e+02, 3.552857e-19
2.054000e+02, 3.581429e-19
2.055000e+02, 3.610000e-19
2.056000e+02, 3.638571e-19
2.057000e+02, 3.667143e-19
2.058000e+02, 3.695714e-19
2.059000e+02, 3.724286e-19
2.060000e+02, 3.752857e-19
2.061000e+02, 3.781429e-19
2.062000e+02, 3.810000e-19
2.063000e+02, 3.838571e-19
2.064000e+02, 3.867143e-19
2.065000e+02, 3.895714e-19
2.066000e+02, 3.924286e-19
2.067000e+02, 3.952857e-19
2.068000e+02, 3.981429e-19
2.069000e+02, 4.010000e-19
2.070000e+02, 4.038571e-19
2.071000e+02, 4.067143e-19
2.072000e+02, 4.095714e-19
2.073000e+02, 4.126667e-19
2.074000e+02, 4.160000e-19
2.075000e+02, 4.193333e-19
2.076000e+02, 4.226667e-19
2.077000e+02, 4.260000e-19
2.078000e+02, 4.293333e-19
2.079000e+02, 4.326667e-19
2.080000e+02, 4.360000e-19
2.081000e+02, 4.393333e-19
2.082000e+02, 4.426667e-19
2.083000e+02, 4.460000e-19
2.084000e+02, 4.493333e-19
2.085000e+02, 4.526667e-19
2.086000e+02, 4.560000e-19
2.087000e+02, 4.593333e-19
2.088000e+02, 4.626667e-19
2.089000e+02, 4.660000e-19
2.090000e+02, 4.693333e-19
2.091000e+02, 4.726667e-19
2.092000e+02, 4.760000e-19
2.093000e+02, 4.793333e-19
2.094000e+02, 4.826667e-19
2.095000e+02, 4.878552e-19
2.096000e+02, 4.942805e-19
2.097000e+02, 5.007059e-19
2.098000e+02, 5.071312e-19
2.099000e+02, 5.135566e-19
2.100000e+02, 5.199819e-19
2.101000e+02, 5.264072e-19
2.102000e+02, 5.328326e-19
2.103000e+02, 5.392579e-19
2.104000e+02, 5.456833e-19
2.105000e+02, 5.521086e-19
2.106000e+02, 5.585339e-19
2.107000e+02, 5.649593e-19
2.108000e+02, 5.713846e-19
2.109000e+02, 5.778100e-19
2.110000e+02, 5.842353e-19
2.111000e+02, 5.906606e-19
2.112000e+02, 5.970860e-19
2.113000e+02, 6.035113e-19
2.114000e+02, 6.099367e-19
2.115000e+02, 6.163620e-19
2.116000e+02, 6.227873e-19
2.117000e+02, 6.328499e-19
2.118000e+02, 6.465497e-19
2.119000e+02, 6.602496e-19
2.120000e+02, 6.739494e-19
2.121000e+02, 6.876492e-19
2.122000e+02, 7.013491e-19
2.123000e+02, 7.150489e-19
2.124000e+02, 7.287487e-19
2.125000e+02, 7.424485e-19
2.126000e+02, 7.561484e-19
2.127000e+02, 7.698482e-19
2.128000e+02, 7.835480e-19
2.129000e+02, 7.972478e-19
2.130000e+02, 8.109477e-19
2.131000e+02, 8.246475e-19
2.132000e+02, 8.383473e-19
2.133000e+02, 6.994944e-19
2.134000e+02, 8.548785e-19
2.135000e+02, 8.525233e-19
2.136000e+02, 8.652394e-19
2.137000e+02, 8.772478e-19
2.138000e+02, 8.848451e-19
2.139000e+02, 8.909835e-19
2.140000e+02, 8.972677e-19
2.141000e+02, 9.037830e-19
2.142000e+02, 9.128686e-19
2.143000e+02, 9.257095e-19
2.144000e+02, 9.386509e-19
2.145000e+02, 9.503499e-19
2.146000e+02, 9.653385e-19
2.147000e+02, 9.828690e-19
2.148000e+02, 9.952329e-19
2.149000e+02, 1.002674e-18
2.150000e+02, 1.012660e-18
2.151000e+02, 1.025212e-18
2.152000e+02, 1.037389e-18
2.153000e+02, 1.052908e-18
2.154000e+02, 1.071831e-18
2.155000e+02, 1.086297e-18
2.156000e+02, 1.094531e-18
2.157000e+02, 1.102456e-18
2.158000e+02, 1.112813e-18
2.159000e+02, 1.125608e-18
2.160000e+02, 1.140946e-18
2.161000e+02, 1.155561e-18
2.162000e+02, 1.166586e-18
2.163000e+02, 1.176933e-18
2.164000e+02, 1.190029e-18
