# wavelength (nm), cross section(cm^2)
2.165000e+02, 1.205694e-18
2.166000e+02, 1.222544e-18
2.167000e+02, 1.238063e-18
2.168000e+02, 1.250416e-18
2.169000e+02, 1.263000e-18
2.170000e+02, 1.280459e-18
2.171000e+02, 1.301954e-18
2.172000e+02, 1.323640e-18
2.173000e+02, 1.342607e-18
2.174000e+02, 1.357459e-18
2.175000e+02, 1.370822e-18
2.176000e+02, 1.386855e-18
2.177000e+02, 1.402994e-18
2.178000e+02, 1.413738e-18
2.179000e+02, 1.422367e-18
2.180000e+02, 1.436535e-18
2.181000e+02, 1.455556e-18
2.182000e+02, 1.473642e-18
2.183000e+02, 1.490086e-18
2.184000e+02, 1.507284e-18
2.185000e+02, 1.524314e-18
2.186000e+02, 1.538000e-18
2.187000e+02, 1.547847e-18
2.188000e+02, 1.558275e-18
2.189000e+02, 1.574769e-18
2.190000e+02, 1.597725e-18
2.191000e+02, 1.623803e-18
2.192000e+02, 1.650784e-18
2.193000e+02, 1.675573e-18
2.194000e+02, 1.694607e-18
2.195000e+02, 1.710893e-18
2.196000e+02, 1.729533e-18
2.197000e+02, 1.746857e-18
2.198000e+02, 1.758328e-18
2.199000e+02, 1.770399e-18
2.200000e+02, 1.789704e-18
2.201000e+02, 1.811584e-18
2.202000e+02, 1.830440e-18
2.203000e+02, 1.848596e-18
2.204000e+02, 1.869233e-18
2.205000e+02, 1.891814e-18
2.206000e+02, 1.915365e-18
2.207000e+02, 1.938992e-18
2.208000e+02, 1.961029e-18
2.209000e+02, 1.980578e-18
2.210000e+02, 1.997987e-18
2.211000e+02, 2.014579e-18
2.212000e+02, 2.032781e-18
2.213000e+02, 2.054053e-18
2.214000e+02, 2.076946e-18
2.215000e+02, 2.099641e-18
2.216000e+02, 2.123189e-18
2.217000e+02, 2.149528e-18
2.218000e+02, 2.176985e-18
2.219000e+02, 2.200771e-18
2.220000e+02, 2.218876e-18
2.221000e+02, 2.235257e-18
2.222000e+02, 2.255383e-18
2.223000e+02, 2.279481e-18
2.224000e+02, 2.302664e-18
2.225000e+02, 2.322833e-18
2.226000e+02, 2.344790e-18
2.227000e+02, 2.372531e-18
2.228000e+02, 2.401699e-18
2.229000e+02, 2.425311e-18
2.230000e+02, 2.442851e-18
2.231000e+02, 2.459548e-18
2.232000e+02, 2.480969e-18
2.233000e+02, 2.508958e-18
2.234000e+02, 2.539011e-18
2.235000e+02, 2.564863e-18
2.236000e+02, 2.587786e-18
2.237000e+02, 2.614474e-18
2.238000e+02, 2.645533e-18
2.239000e+02, 2.674725e-18
2.240000e+02, 2.699031e-18
2.241000e+02, 2.722184e-18
2.242000e+02, 2.748902e-18
2.243000e+02, 2.779541e-18
2.244000e+02, 2.809984e-18
2.245000e+02, 2.836371e-18
2.246000e+02, 2.859607e-18
2.247000e+02, 2.882964e-18
2.248000e+02, 2.906624e-18
2.249000e+02, 2.928964e-18
2.250000e+02, 2.951169e-18
2.251000e+02, 2.975440e-18
2.252000e+02, 3.001367e-18
2.253000e+02, 3.028421e-18
2.254000e+02, 3.057504e-18
2.255000e+02, 3.086877e-18
2.256000e+02, 3.113189e-18
2.257000e+02, 3.138340e-18
2.258000e+02, 3.167724e-18
2.259000e+02, 3.201743e-18
2.260000e+02, 3.236130e-18
2.261000e+02, 3.268594e-18
2.262000e+02, 3.299868e-18
2.263000e+02, 3.331301e-18
2.264000e+02, 3.363703e-18
2.265000e+02, 3.395584e-18
2.266000e+02, 3.423762e-18
2.267000e+02, 3.448529e-18
2.268000e+02, 3.474613e-18
2.269000e+02, 3.504394e-18
2.270000e+02, 3.534670e-18
2.271000e+02, 3.562510e-18
2.272000e+02, 3.589790e-18
2.273000e+02, 3.619707e-18
2.274000e+02, 3.652757e-18
2.275000e+02, 3.687363e-18
2.276000e+02, 3.721161e-18
2.277000e+02, 3.752324e-18
2.278000e+02, 3.782091e-18
2.279000e+02, 3.813161e-18
2.280000e+02, 3.844875e-18
2.281000e+02, 3.874911e-18
2.282000e+02, 3.904518e-18
2.283000e+02, 3.936730e-18
2.284000e+02, 3.972197e-18
2.285000e+02, 4.010067e-18
2.286000e+02, 4.048713e-18
2.287000e+02, 4.085088e-18
2.288000e+02, 4.117794e-18
2.289000e+02, 4.149057e-18
2.290000e+02, 4.180716e-18
2.291000e+02, 4.212064e-18
2.292000e+02, 4.243355e-18
2.293000e+02, 4.276436e-18
2.294000e+02, 4.310157e-18
2.295000e+02, 4.340257e-18
2.296000e+02, 4.365679e-18
2.297000e+02, 4.390267e-18
2.298000e+02, 4.417713e-18
2.299000e+02, 4.449654e-18
2.300000e+02, 4.486246e-18
2.301000e+02, 4.524335e-18
2.302000e+02, 4.560950e-18
2.303000e+02, 4.599682e-18
2.304000e+02, 4.644483e-18
2.305000e+02, 4.691103e-18
2.306000e+02, 4.733940e-18
2.307000e+02, 4.772518e-18
2.308000e+02, 4.806549e-18
2.309000e+02, 4.836860e-18
2.310000e+02, 4.868812e-18
2.311000e+02, 4.903784e-18
2.312000e+02, 4.936553e-18
2.313000e+02, 4.966324e-18
2.314000e+02, 4.997248e-18
2.315000e+02, 5.029981e-18
2.316000e+02, 5.063989e-18
2.317000e+02, 5.100447e-18
2.318000e+02, 5.137627e-18
2.319000e+02, 5.173018e-18
2.320000e+02, 5.208992e-18
2.321000e+02, 5.249239e-18
2.322000e+02, 5.292849e-18
2.323000e+02, 5.334093e-18
2.324000e+02, 5.368380e-18
2.325000e+02, 5.401241e-18
2.326000e+02, 5.443627e-18
2.327000e+02, 5.493796e-18
2.328000e+02, 5.538777e-18
2.329000e+02, 5.575256e-18
2.330000e+02, 5.610334e-18
2.331000e+02, 5.646217e-18
2.332000e+02, 5.681226e-18
2.333000e+02, 5.715773e-18
2.334000e+02, 5.747496e-18
2.335000e+02, 5.773701e-18
2.336000e+02, 5.798782e-18
2.337000e+02, 5.827219e-18
2.338000e+02, 5.857667e-18
2.339000e+02, 5.890918e-18
2.340000e+02, 5.930730e-18
2.341000e+02, 5.976731e-18
2.342000e+02, 6.027695e-18
2.343000e+02, 6.083833e-18
2.344000e+02, 6.140008e-18
2.345000e+02, 6.189754e-18
2.346000e+02, 6.234324e-18
2.347000e+02, 6.274741e-18
2.348000e+02, 6.305790e-18
2.349000e+02, 6.328015e-18
2.350000e+02, 6.349306e-18
2.351000e+02, 6.371262e-18
2.352000e+02, 6.392191e-18
2.353000e+02, 6.418936e-18
2.354000e+02, 6.458486e-18
2.355000e+02, 6.506926e-18
2.356000e+02, 6.558223e-18
2.357000e+02, 6.612425e-18
2.358000e+02, 6.669159e-18
2.359000e+02, 6.723268e-18
2.360000e+02, 6.769892e-18
2.361000e+02, 6.808659e-18
2.362000e+02, 6.841192e-18
2.363000e+02, 6.865948e-18
2.364000e+02, 6.880640e-18
2.365000e+02, 6.892370e-18
2.366000e+02, 6.916101e-18
2.367000e+02, 6.957984e-18
2.368000e+02, 7.010324e-18
2.369000e+02, 7.064754e-18
2.370000e+02, 7.117755e-18
2.371000e+02, 7.164486e-18
2.372000e+02, 7.201932e-18
2.373000e+02, 7.236993e-18
2.374000e+02, 7.278411e-18
2.375000e+02, 7.322994e-18
2.376000e+02, 7.361946e-18
2.377000e+02, 7.396856e-18
2.378000e+02, 7.435874e-18
2.379000e+02, 7.478449e-18
2.380000e+02, 7.518500e-18
2.381000e+02, 7.556985e-18
2.382000e+02, 7.596562e-18
2.383000e+02, 7.631908e-18
2.384000e+02, 7.659138e-18
2.385000e+02, 7.683945e-18
2.386000e+02, 7.708640e-18
2.387000e+02, 7.725498e-18
2.388000e+02, 7.734695e-18
2.389000e+02, 7.753564e-18
2.390000e+02, 7.795595e-18
2.391000e+02, 7.852939e-18
2.392000e+02, 7.910446e-18
2.393000e+02, 7.965853e-18
2.394000e+02, 8.026557e-18
2.395000e+02, 8.095119e-18
2.396000e+02, 8.165546e-18
2.397000e+02, 8.229127e-18
2.398000e+02, 8.280059e-18
2.399000e+02, 8.316612e-18
2.400000e+02, 8.338706e-18
2.401000e+02, 8.348689e-18
2.402000e+02, 8.354789e-18
2.403000e+02, 8.365982e-18
2.404000e+02, 8.383750e-18
2.405000e+02, 8.406912e-18
2.406000e+02, 8.438507e-18
2.407000e+02, 8.478459e-18
2.408000e+02, 8.518796e-18
2.409000e+02, 8.553766e-18
2.410000e+02, 8.585269e-18
2.411000e+02, 8.616824e-18
2.412000e+02, 8.651961e-18
2.413000e+02, 8.695623e-18
2.414000e+02, 8.748800e-18
2.415000e+02, 8.805221e-18
2.416000e+02, 8.856127e-18
2.417000e+02, 8.894380e-18
2.418000e+02, 8.917065e-18
2.419000e+02, 8.930347e-18
2.420000e+02, 8.947893e-18
2.421000e+02, 8.978378e-18
2.422000e+02, 9.017213e-18
2.423000e+02, 9.054359e-18
2.424000e+02, 9.086789e-18
2.425000e+02, 9.118800e-18
2.426000e+02, 9.153064e-18
2.427000e+02, 9.188266e-18
2.428000e+02, 9.225623e-18
2.429000e+02, 9.269535e-18
2.430000e+02, 9.318434e-18
2.431000e+02, 9.363438e-18
2.432000e+02, 9.400457e-18
2.433000e+02, 9.433592e-18
2.434000e+02, 9.463573e-18
2.435000e+02, 9.487320e-18
2.436000e+02, 9.510939e-18
2.437000e+02, 9.545262e-18
2.438000e+02, 9.587814e-18
2.439000e+02, 9.625813e-18
2.440000e+02, 9.653077e-18
2.441000e+02, 9.670345e-18
2.442000e+02, 9.678329e-18
2.443000e+02, 9.681203e-18
2.444000e+02, 9.686236e-18
2.445000e+02, 9.694803e-18
2.446000e+02, 9.704485e-18
2.447000e+02, 9.719677e-18
2.448000e+02, 9.749143e-18
2.449000e+02, 9.795944e-18
2.450000e+02, 9.859224e-18
2.451000e+02, 9.939437e-18
2.452000e+02, 1.003011e-17
2.453000e+02, 1.011211e-17
2.454000e+02, 1.017008e-17
2.455000e+02, 1.020702e-17
2.456000e+02, 1.023059e-17
2.457000e+02, 1.023918e-17
2.458000e+02, 1.023405e-17
2.459000e+02, 1.022726e-17
2.460000e+02, 1.022588e-17
2.461000e+02, 1.022448e-17
2.462000e+02, 1.021879e-17
2.463000e+02, 1.021306e-17
2.464000e+02, 1.021401e-17
2.465000e+02, 1.022578e-17
2.466000e+02, 1.024684e-17
2.467000e+02, 1.027124e-17
2.468000e+02, 1.029872e-17
2.469000e+02, 1.033689e-17
2.470000e+02, 1.038774e-17
2.471000e+02, 1.044308e-17
2.472000e+02, 1.049554e-17
2.473000e+02, 1.054253e-17
2.474000e+02, 1.058171e-17
2.475000e+02, 1.061311e-17
2.476000e+02, 1.064055e-17
2.477000e+02, 1.066427e-17
2.478000e+02, 1.067822e-17
2.479000e+02, 1.067607e-17
2.480000e+02, 1.065622e-17
2.481000e+02, 1.062644e-17
2.482000e+02, 1.060563e-17
2.483000e+02, 1.061157e-17
2.484000e+02, 1.064506e-17
2.485000e+02, 1.069325e-17
2.486000e+02, 1.074548e-17
2.487000e+02, 1.079950e-17
2.488000e+02, 1.085641e-17
2.489000e+02, 1.091334e-17
2.490000e+02, 1.095997e-17
2.491000e+02, 1.098402e-17
2.492000e+02, 1.098255e-17
2.493000e+02, 1.096718e-17
2.494000e+02, 1.095817e-17
2.495000e+02, 1.097065e-17
2.496000e+02, 1.100298e-17
2.497000e+02, 1.104144e-17
2.498000e+02, 1.107627e-17
2.499000e+02, 1.110478e-17
2.500000e+02, 1.112133e-17
2.501000e+02, 1.111786e-17
2.502000e+02, 1.109524e-17
2.503000e+02, 1.106358e-17
2.504000e+02, 1.103200e-17
2.505000e+02, 1.100532e-17
2.506000e+02, 1.098840e-17
2.507000e+02, 1.098532e-17
2.508000e+02, 1.099446e-17
2.509000e+02, 1.100955e-17
2.510000e+02, 1.102534e-17
2.511000e+02, 1.104024e-17
2.512000e+02, 1.105890e-17
2.513000e+02, 1.109561e-17
2.514000e+02, 1.116510e-17
2.515000e+02, 1.126191e-17
2.516000e+02, 1.135658e-17
2.517000e+02, 1.141904e-17
2.518000e+02, 1.144063e-17
2.519000e+02, 1.143100e-17
2.520000e+02, 1.140359e-17
2.521000e+02, 1.136999e-17
2.522000e+02, 1.133836e-17
2.523000e+02, 1.130846e-17
2.524000e+02, 1.127533e-17
2.525000e+02, 1.124328e-17
2.526000e+02, 1.122575e-17
2.527000e+02, 1.122806e-17
2.528000e+02, 1.124273e-17
2.529000e+02, 1.126148e-17
2.530000e+02, 1.127979e-17
2.531000e+02, 1.129422e-17
2.532000e+02, 1.130651e-17
2.533000e+02, 1.132517e-17
2.534000e+02, 1.135476e-17
2.535000e+02, 1.138708e-17
2.536000e+02, 1.140781e-17
2.537000e+02, 1.141131e-17
2.538000e+02, 1.140516e-17
2.539000e+02, 1.139827e-17
2.540000e+02, 1.139015e-17
2.541000e+02, 1.137600e-17
2.542000e+02, 1.135373e-17
2.543000e+02, 1.132191e-17
2.544000e+02, 1.128147e-17
2.545000e+02, 1.124243e-17
2.546000e+02, 1.122102e-17
2.547000e+02, 1.122960e-17
2.548000e+02, 1.127105e-17
2.549000e+02, 1.133737e-17
2.550000e+02, 1.141501e-17
2.551000e+02, 1.149468e-17
2.552000e+02, 1.156811e-17
2.553000e+02, 1.161725e-17
2.554000e+02, 1.162583e-17
2.555000e+02, 1.160057e-17
2.556000e+02, 1.156140e-17
2.557000e+02, 1.151615e-17
2.558000e+02, 1.146410e-17
2.559000e+02, 1.141259e-17
2.560000e+02, 1.136988e-17
2.561000e+02, 1.133133e-17
2.562000e+02, 1.128548e-17
2.563000e+02, 1.122651e-17
2.564000e+02, 1.115858e-17
2.565000e+02, 1.109573e-17
2.566000e+02, 1.105485e-17
2.567000e+02, 1.104419e-17
2.568000e+02, 1.106262e-17
2.569000e+02, 1.110558e-17
2.570000e+02, 1.116186e-17
2.571000e+02, 1.121023e-17
2.572000e+02, 1.123063e-17
2.573000e+02, 1.121776e-17
2.574000e+02, 1.118192e-17
2.575000e+02, 1.114220e-17
2.576000e+02, 1.111650e-17
2.577000e+02, 1.110913e-17
2.578000e+02, 1.110829e-17
2.579000e+02, 1.110224e-17
2.580000e+02, 1.109608e-17
2.581000e+02, 1.110734e-17
2.582000e+02, 1.114814e-17
2.583000e+02, 1.121621e-17
2.584000e+02, 1.129845e-17
2.585000e+02, 1.137580e-17
2.586000e+02, 1.142818e-17
2.587000e+02, 1.144326e-17
2.588000e+02, 1.142128e-17
2.589000e+02, 1.136836e-17
2.590000e+02, 1.128887e-17
2.591000e+02, 1.118630e-17
2.592000e+02, 1.106546e-17
2.593000e+02, 1.093320e-17
2.594000e+02, 1.080266e-17
2.595000e+02, 1.069286e-17
2.596000e+02, 1.061650e-17
2.597000e+02, 1.057337e-17
2.598000e+02, 1.055891e-17
2.599000e+02, 1.057047e-17
2.600000e+02, 1.060570e-17
2.601000e+02, 1.066418e-17
2.602000e+02, 1.074659e-17
2.603000e+02, 1.084487e-17
2.604000e+02, 1.093925e-17
2.605000e+02, 1.100893e-17
2.606000e+02, 1.104175e-17
2.607000e+02, 1.103589e-17
2.608000e+02, 1.099675e-17
2.609000e+02, 1.093118e-17
2.610000e+02, 1.084455e-17
2.611000e+02, 1.074409e-17
2.612000e+02, 1.064106e-17
2.613000e+02, 1.054801e-17
2.614000e+02, 1.047482e-17
2.615000e+02, 1.042597e-17
2.616000e+02, 1.040021e-17
2.617000e+02, 1.039203e-17
2.618000e+02, 1.039382e-17
2.619000e+02, 1.040056e-17
2.620000e+02, 1.041295e-17
2.621000e+02, 1.043201e-17
2.622000e+02, 1.045447e-17
2.623000e+02, 1.047660e-17
2.624000e+02, 1.049338e-17
2.625000e+02, 1.049252e-17
2.626000e+02, 1.046082e-17
2.627000e+02, 1.039587e-17
2.628000e+02, 1.030473e-17
2.629000e+02, 1.019903e-17
2.630000e+02, 1.009495e-17
2.631000e+02, 1.000790e-17
2.632000e+02, 9.944567e-18
2.633000e+02, 9.902905e-18
2.634000e+02, 9.876444e-18
2.635000e+02, 9.860482e-18
2.636000e+02, 9.858599e-18
2.637000e+02, 9.877683e-18
2.638000e+02, 9.915873e-18
2.639000e+02, 9.961866e-18
2.640000e+02, 1.000216e-17
2.641000e+02, 1.002688e-17
2.642000e+02, 1.003711e-17
2.643000e+02, 1.004221e-17
2.644000e+02, 1.004053e-17
2.645000e+02, 1.001497e-17
2.646000e+02, 9.954717e-18
2.647000e+02, 9.864985e-18
2.648000e+02, 9.754525e-18
2.649000e+02, 9.634064e-18
2.650000e+02, 9.525196e-18
2.651000e+02, 9.452494e-18
2.652000e+02, 9.426765e-18
2.653000e+02, 9.441540e-18
2.654000e+02, 9.478579e-18
2.655000e+02, 9.514291e-18
2.656000e+02, 9.530391e-18
2.657000e+02, 9.523079e-18
2.658000e+02, 9.498521e-18
2.659000e+02, 9.459819e-18
2.660000e+02, 9.404956e-18
2.661000e+02, 9.339239e-18
2.662000e+02, 9.279678e-18
2.663000e+02, 9.238336e-18
2.664000e+02, 9.208445e-18
2.665000e+02, 9.174509e-18
2.666000e+02, 9.127142e-18
2.667000e+02, 9.062126e-18
2.668000e+02, 8.978036e-18
2.669000e+02, 8.883939e-18
2.670000e+02, 8.801414e-18
2.671000e+02, 8.753321e-18
2.672000e+02, 8.751604e-18
2.673000e+02, 8.790868e-18
2.674000e+02, 8.849194e-18
2.675000e+02, 8.898860e-18
2.676000e+02, 8.918414e-18
2.677000e+02, 8.897064e-18
2.678000e+02, 8.837260e-18
2.679000e+02, 8.754610e-18
2.680000e+02, 8.666033e-18
2.681000e+02, 8.578716e-18
2.682000e+02, 8.494555e-18
2.683000e+02, 8.415745e-18
2.684000e+02, 8.342241e-18
2.685000e+02, 8.274848e-18
2.686000e+02, 8.220129e-18
2.687000e+02, 8.181739e-18
2.688000e+02, 8.151315e-18
2.689000e+02, 8.116273e-18
2.690000e+02, 8.073375e-18
2.691000e+02, 8.033035e-18
2.692000e+02, 8.012808e-18
2.693000e+02, 8.024537e-18
2.694000e+02, 8.066159e-18
2.695000e+02, 8.123890e-18
2.696000e+02, 8.176383e-18
2.697000e+02, 8.199742e-18
2.698000e+02, 8.178945e-18
2.699000e+02, 8.116108e-18
2.700000e+02, 8.026796e-18
2.701000e+02, 7.931008e-18
2.702000e+02, 7.843070e-18
2.703000e+02, 7.764903e-18
2.704000e+02, 7.691386e-18
2.705000e+02, 7.619370e-18
2.706000e+02, 7.548643e-18
2.707000e+02, 7.482973e-18
2.708000e+02, 7.430603e-18
2.709000e+02, 7.393488e-18
2.710000e+02, 7.361773e-18
2.711000e+02, 7.327463e-18
2.712000e+02, 7.293208e-18
2.713000e+02, 7.263970e-18
2.714000e+02, 7.241797e-18
2.715000e+02, 7.227942e-18
2.716000e+02, 7.221836e-18
2.717000e+02, 7.220481e-18
2.718000e+02, 7.218873e-18
2.719000e+02, 7.206986e-18
2.720000e+02, 7.172268e-18
2.721000e+02, 7.111191e-18
2.722000e+02, 7.036233e-18
2.723000e+02, 6.969075e-18
2.724000e+02, 6.922998e-18
2.725000e+02, 6.890476e-18
2.726000e+02, 6.854807e-18
2.727000e+02, 6.811683e-18
2.728000e+02, 6.768715e-18
2.729000e+02, 6.731867e-18
2.730000e+02, 6.704382e-18
2.731000e+02, 6.686403e-18
2.732000e+02, 6.666122e-18
2.733000e+02, 6.625824e-18
2.734000e+02, 6.562155e-18
2.735000e+02, 6.488583e-18
2.736000e+02, 6.418039e-18
2.737000e+02, 6.352444e-18
2.738000e+02, 6.286859e-18
2.739000e+02, 6.216626e-18
2.740000e+02, 6.140838e-18
2.741000e+02, 6.063251e-18
2.742000e+02, 5.992324e-18
2.743000e+02, 5.939390e-18
2.744000e+02, 5.913788e-18
2.745000e+02, 5.916810e-18
2.746000e+02, 5.938504e-18
2.747000e+02, 5.961465e-18
2.748000e+02, 5.970398e-18
2.749000e+02, 5.958547e-18
2.750000e+02, 5.926990e-18
2.751000e+02, 5.882091e-18
2.752000e+02, 5.831793e-18
2.753000e+02, 5.780033e-18
2.754000e+02, 5.726266e-18
2.755000e+02, 5.669831e-18
2.756000e+02, 5.610888e-18
2.757000e+02, 5.551285e-18
2.758000e+02, 5.498254e-18
2.759000e+02, 5.460694e-18
2.760000e+02, 5.439870e-18
2.761000e+02, 5.428575e-18
2.762000e+02, 5.416124e-18
2.763000e+02, 5.391097e-18
2.764000e+02, 5.346854e-18
2.765000e+02, 5.288415e-18
2.766000e+02, 5.229322e-18
2.767000e+02, 5.180208e-18
2.768000e+02, 5.141606e-18
2.769000e+02, 5.107505e-18
2.770000e+02, 5.074888e-18
2.771000e+02, 5.046027e-18
2.772000e+02, 5.020803e-18
2.773000e+02, 4.994464e-18
2.774000e+02, 4.964026e-18
2.775000e+02, 4.928352e-18
2.776000e+02, 4.884023e-18
2.777000e+02, 4.829956e-18
2.778000e+02, 4.771928e-18
2.779000e+02, 4.717001e-18
2.780000e+02, 4.669187e-18
2.781000e+02, 4.630927e-18
2.782000e+02, 4.601810e-18
2.783000e+02, 4.578068e-18
2.784000e+02, 4.556829e-18
2.785000e+02, 4.535570e-18
2.786000e+02, 4.508903e-18
2.787000e+02, 4.473973e-18
2.788000e+02, 4.434143e-18
2.789000e+02, 4.390832e-18
2.790000e+02, 4.341986e-18
2.791000e+02, 4.293157e-18
2.792000e+02, 4.255183e-18
2.793000e+02, 4.227856e-18
2.794000e+02, 4.202312e-18
2.795000e+02, 4.178955e-18
2.796000e+02, 4.164700e-18
2.797000e+02, 4.154718e-18
2.798000e+02, 4.134994e-18
2.799000e+02, 4.100039e-18
2.800000e+02, 4.052736e-18
2.801000e+02, 3.992608e-18
2.802000e+02, 3.920330e-18
2.803000e+02, 3.848264e-18
2.804000e+02, 3.790869e-18
2.805000e+02, 3.749010e-18
2.806000e+02, 3.715795e-18
2.807000e+02, 3.690530e-18
2.808000e+02, 3.675232e-18
2.809000e+02, 3.665411e-18
2.810000e+02, 3.653925e-18
2.811000e+02, 3.636295e-18
2.812000e+02, 3.607130e-18
2.813000e+02, 3.560825e-18
2.814000e+02, 3.500332e-18
2.815000e+02, 3.438068e-18
2.816000e+02, 3.384540e-18
2.817000e+02, 3.340290e-18
2.818000e+02, 3.301669e-18
2.819000e+02, 3.270439e-18
2.820000e+02, 3.251838e-18
2.821000e+02, 3.244730e-18
2.822000e+02, 3.240194e-18
2.823000e+02, 3.229205e-18
2.824000e+02, 3.207008e-18
2.825000e+02, 3.173005e-18
2.826000e+02, 3.131604e-18
2.827000e+02, 3.091101e-18
2.828000e+02, 3.058479e-18
2.829000e+02, 3.035991e-18
2.830000e+02, 3.022858e-18
2.831000e+02, 3.018045e-18
2.832000e+02, 3.019485e-18
2.833000e+02, 3.021100e-18
2.834000e+02, 3.013359e-18
2.835000e+02, 2.987750e-18
2.836000e+02, 2.940790e-18
2.837000e+02, 2.877710e-18
2.838000e+02, 2.812407e-18
2.839000e+02, 2.755963e-18
2.840000e+02, 2.706431e-18
2.841000e+02, 2.659841e-18
2.842000e+02, 2.623925e-18
2.843000e+02, 2.605866e-18
2.844000e+02, 2.596401e-18
2.845000e+02, 2.582052e-18
2.846000e+02, 2.561887e-18
2.847000e+02, 2.540171e-18
2.848000e+02, 2.516394e-18
2.849000e+02, 2.490462e-18
2.850000e+02, 2.464002e-18
2.851000e+02, 2.434074e-18
2.852000e+02, 2.397403e-18
2.853000e+02, 2.358399e-18
2.854000e+02, 2.324743e-18
2.855000e+02, 2.300161e-18
2.856000e+02, 2.284586e-18
2.857000e+02, 2.275109e-18
2.858000e+02, 2.267011e-18
2.859000e+02, 2.257153e-18
2.860000e+02, 2.243664e-18
2.861000e+02, 2.223896e-18
2.862000e+02, 2.197618e-18
2.863000e+02, 2.168743e-18
2.864000e+02, 2.140660e-18
2.865000e+02, 2.113453e-18
2.866000e+02, 2.086211e-18
2.867000e+02, 2.060044e-18
2.868000e+02, 2.038590e-18
2.869000e+02, 2.022989e-18
2.870000e+02, 2.007427e-18
2.871000e+02, 1.986305e-18
2.872000e+02, 1.962494e-18
2.873000e+02, 1.940562e-18
2.874000e+02, 1.917923e-18
2.875000e+02, 1.889503e-18
2.876000e+02, 1.854821e-18
2.877000e+02, 1.817642e-18
2.878000e+02, 1.783322e-18
2.879000e+02, 1.755469e-18
2.880000e+02, 1.733288e-18
2.881000e+02, 1.714065e-18
2.882000e+02, 1.696306e-18
2.883000e+02, 1.679374e-18
2.884000e+02, 1.663775e-18
2.885000e+02, 1.650704e-18
2.886000e+02, 1.638472e-18
2.887000e+02, 1.622644e-18
2.888000e+02, 1.601113e-18
2.889000e+02, 1.576681e-18
2.890000e+02, 1.554917e-18
2.891000e+02, 1.538898e-18
2.892000e+02, 1.525316e-18
2.893000e+02, 1.508967e-18
2.894000e+02, 1.489392e-18
2.895000e+02, 1.468071e-18
2.896000e+02, 1.444590e-18
2.897000e+02, 1.421071e-18
2.898000e+02, 1.402718e-18
2.899000e+02, 1.390365e-18
2.900000e+02, 1.379481e-18
2.901000e+02, 1.366519e-18
2.902000e+02, 1.351127e-18
2.903000e+02, 1.334658e-18
2.904000e+02, 1.319421e-18
2.905000e+02, 1.306988e-18
2.906000e+02, 1.296302e-18
2.907000e+02, 1.284352e-18
2.908000e+02, 1.269202e-18
2.909000e+02, 1.252565e-18
2.910000e+02, 1.237364e-18
2.911000e+02, 1.222738e-18
2.912000e+02, 1.206067e-18
2.913000e+02, 1.188353e-18
2.914000e+02, 1.171200e-18
2.915000e+02, 1.152177e-18
2.916000e+02, 1.129555e-18
2.917000e+02, 1.106805e-18
2.918000e+02, 1.088170e-18
2.919000e+02, 1.073916e-18
2.920000e+02, 1.061002e-18
2.921000e+02, 1.046548e-18
2.922000e+02, 1.031749e-18
2.923000e+02, 1.020799e-18
2.924000e+02, 1.014404e-18
2.925000e+02, 1.009063e-18
2.926000e+02, 1.002948e-18
2.927000e+02, 9.960287e-19
2.928000e+02, 9.861551e-19
2.929000e+02, 9.714915e-19
2.930000e+02, 9.539786e-19
2.931000e+02, 9.363791e-19
2.932000e+02, 9.195624e-19
2.933000e+02, 9.039063e-19
2.934000e+02, 8.894472e-19
2.935000e+02, 8.749232e-19
2.936000e+02, 8.593147e-19
2.937000e+02, 8.432100e-19
2.938000e+02, 8.279402e-19
2.939000e+02, 8.151059e-19
2.940000e+02, 8.061362e-19
2.941000e+02, 8.001963e-19
2.942000e+02, 7.940041e-19
2.943000e+02, 7.857581e-19
2.944000e+02, 7.775736e-19
2.945000e+02, 7.720370e-19
2.946000e+02, 7.677929e-19
2.947000e+02, 7.607940e-19
2.948000e+02, 7.491610e-19
2.949000e+02, 7.344727e-19
2.950000e+02, 7.189487e-19
2.951000e+02, 7.040739e-19
2.952000e+02, 6.908672e-19
2.953000e+02, 6.787719e-19
2.954000e+02, 6.663530e-19
2.955000e+02, 6.545136e-19
2.956000e+02, 6.451164e-19
2.957000e+02, 6.369656e-19
2.958000e+02, 6.283607e-19
2.959000e+02, 6.205450e-19
2.960000e+02, 6.133414e-19
2.961000e+02, 6.028523e-19
2.962000e+02, 5.879398e-19
2.963000e+02, 5.730861e-19
2.964000e+02, 5.626834e-19
2.965000e+02, 5.574258e-19
2.966000e+02, 5.558930e-19
2.967000e+02, 5.556374e-19
2.968000e+02, 5.534055e-19
2.969000e+02, 5.469158e-19
2.970000e+02, 5.371538e-19
2.971000e+02, 5.278281e-19
2.972000e+02, 5.209200e-19
2.973000e+02, 5.141892e-19
2.974000e+02, 5.052289e-19
2.975000e+02, 4.951378e-19
2.976000e+02, 4.859618e-19
2.977000e+02, 4.779214e-19
2.978000e+02, 4.704153e-19
2.979000e+02, 4.630460e-19
2.980000e+02, 4.558464e-19
2.981000e+02, 4.500942e-19
2.982000e+02, 4.471845e-19
2.983000e+02, 4.442560e-19
2.984000e+02, 4.375127e-19
2.985000e+02, 4.309741e-19
2.986000e+02, 4.248963e-19
