(dyn/cm2)      (K)     (cm)
Pressure     Temp    Hight       CH4        CO       H2O       CO2        H2        He      C2H2        N2       NH3       HCN
2.991E+00   861.9  4.13E+08  2.10E-08  4.22E-04  3.60E-04  6.34E-07  7.93E-01  1.58E-01  2.83E-06  6.20E-05  8.45E-14  9.36E-06
2.166E+00   860.5  4.18E+08  1.50E-08  4.10E-04  3.63E-04  7.00E-07  7.74E-01  1.56E-01  3.45E-07  6.13E-05  7.13E-14  9.25E-06
1.575E+00   860.6  4.22E+08  8.91E-09  3.94E-04  3.68E-04  7.75E-07  7.49E-01  1.54E-01  7.09E-08  6.04E-05  6.21E-14  9.10E-06
1.148E+00   862.1  4.27E+08  4.52E-09  3.72E-04  3.75E-04  8.51E-07  7.19E-01  1.51E-01  3.90E-08  5.93E-05  5.65E-14  8.92E-06
8.405E-01   864.9  4.31E+08  2.12E-09  3.46E-04  3.85E-04  9.22E-07  6.83E-01  1.48E-01  2.81E-08  5.79E-05  5.29E-14  8.70E-06
6.172E-01   868.8  4.36E+08  9.72E-10  3.14E-04  3.97E-04  9.75E-07  6.44E-01  1.45E-01  2.32E-08  5.65E-05  5.11E-14  8.45E-06
4.549E-01   874.4  4.41E+08  4.39E-10  2.78E-04  4.12E-04  1.00E-06  6.00E-01  1.41E-01  2.12E-08  5.48E-05  5.01E-14  8.16E-06
3.363E-01   882.3  4.45E+08  2.00E-10  2.40E-04  4.27E-04  9.91E-07  5.53E-01  1.37E-01  2.12E-08  5.30E-05  4.98E-14  7.81E-06
2.493E-01   893.4  4.50E+08  9.31E-11  2.01E-04  4.40E-04  9.35E-07  5.04E-01  1.32E-01  2.32E-08  5.10E-05  4.95E-14  7.39E-06
1.851E-01   909.4  4.55E+08  4.57E-11  1.64E-04  4.49E-04  8.36E-07  4.55E-01  1.28E-01  2.82E-08  4.89E-05  4.90E-14  6.89E-06
1.379E-01   932.6  4.60E+08  2.38E-11  1.31E-04  4.51E-04  6.95E-07  4.05E-01  1.23E-01  3.85E-08  4.66E-05  4.74E-14  6.26E-06
1.028E-01   966.6  4.65E+08  1.39E-11  1.02E-04  4.45E-04  5.28E-07  3.57E-01  1.19E-01  6.01E-08  4.42E-05  4.49E-14  5.52E-06
7.686E-02  1018.0  4.70E+08  9.55E-12  7.85E-05  4.30E-04  3.52E-07  3.10E-01  1.14E-01  1.10E-07  4.15E-05  4.26E-14  4.66E-06
5.758E-02  1097.0  4.76E+08  7.84E-12  5.89E-05  4.01E-04  1.91E-07  2.66E-01  1.09E-01  2.26E-07  3.84E-05  4.39E-14  3.72E-06
4.334E-02  1226.0  4.83E+08  7.84E-12  4.24E-05  3.50E-04  7.59E-08  2.23E-01  1.04E-01  4.22E-07  3.46E-05  6.38E-14  2.78E-06
3.288E-02  1454.0  4.91E+08  9.60E-12  2.77E-05  2.47E-04  1.98E-08  1.81E-01  9.88E-02  2.85E-07  2.96E-05  1.87E-13  1.82E-06
2.533E-02  1911.0  5.01E+08  1.33E-11  1.41E-05  8.89E-05  2.34E-09  1.34E-01  9.15E-02  1.98E-08  2.27E-05  1.12E-12  6.80E-07
2.005E-02  3101.0  5.17E+08  9.39E-12  4.75E-06  6.83E-06  6.02E-11  7.15E-02  7.99E-02  3.74E-10  1.26E-05  6.84E-12  2.83E-08
1.608E-02  7389.0  5.42E+08  4.02E-18  1.14E-07  6.79E-11  1.46E-15  4.06E-04  5.76E-02  1.35E-15  1.11E-06  2.23E-17  1.29E-12
1.143E-02  8411.0  6.01E+08  4.52E-25  2.47E-10  1.11E-16  1.46E-21  1.18E-06  3.27E-02  4.32E-22  9.92E-09  2.64E-24  4.72E-18
