(dyn/cm2)      (K)     (cm)
Pressure     Temp    Hight       CH4        CO       H2O       CO2        H2        He      C2H2        N2       NH3       HCN
1.736E+02   994.1  4.69E+08  4.96E-06  4.47E-04  3.61E-04  2.75E-07  8.37E-01  1.62E-01  1.16E-08  6.77E-05  9.02E-07  2.27E-07
1.479E+02   988.8  4.71E+08  4.93E-06  4.47E-04  3.61E-04  2.79E-07  8.37E-01  1.62E-01  1.41E-08  6.77E-05  8.78E-07  2.51E-07
1.247E+02   983.1  4.73E+08  4.89E-06  4.47E-04  3.61E-04  2.82E-07  8.37E-01  1.62E-01  1.72E-08  6.77E-05  8.49E-07  2.78E-07
1.051E+02   977.0  4.76E+08  4.85E-06  4.47E-04  3.61E-04  2.86E-07  8.37E-01  1.62E-01  2.08E-08  6.77E-05  8.17E-07  3.10E-07
8.718E+01   969.9  4.78E+08  4.80E-06  4.47E-04  3.61E-04  2.90E-07  8.37E-01  1.62E-01  2.52E-08  6.77E-05  7.78E-07  3.46E-07
7.202E+01   962.0  4.80E+08  4.74E-06  4.47E-04  3.61E-04  2.94E-07  8.37E-01  1.62E-01  3.06E-08  6.77E-05  7.34E-07  3.89E-07
5.848E+01   953.6  4.82E+08  4.68E-06  4.47E-04  3.61E-04  2.99E-07  8.37E-01  1.62E-01  3.68E-08  6.77E-05  6.85E-07  4.35E-07
4.700E+01   943.4  4.84E+08  4.60E-06  4.47E-04  3.61E-04  3.03E-07  8.36E-01  1.62E-01  4.45E-08  6.77E-05  6.28E-07  4.87E-07
3.744E+01   933.1  4.86E+08  4.52E-06  4.47E-04  3.61E-04  3.08E-07  8.36E-01  1.62E-01  5.41E-08  6.77E-05  5.63E-07  5.47E-07
3.000E+01   923.6  4.88E+08  4.42E-06  4.47E-04  3.61E-04  3.13E-07  8.36E-01  1.62E-01  6.59E-08  6.77E-05  4.90E-07  6.11E-07
2.415E+01   914.2  4.90E+08  4.31E-06  4.47E-04  3.61E-04  3.18E-07  8.36E-01  1.62E-01  8.06E-08  6.77E-05  4.15E-07  6.78E-07
1.940E+01   905.3  4.92E+08  4.20E-06  4.47E-04  3.61E-04  3.24E-07  8.36E-01  1.62E-01  9.78E-08  6.77E-05  3.43E-07  7.42E-07
1.559E+01   896.9  4.94E+08  4.08E-06  4.47E-04  3.61E-04  3.30E-07  8.36E-01  1.62E-01  1.19E-07  6.77E-05  2.75E-07  8.05E-07
1.261E+01   889.5  4.96E+08  3.95E-06  4.47E-04  3.61E-04  3.37E-07  8.36E-01  1.62E-01  1.46E-07  6.77E-05  2.14E-07  8.64E-07
1.032E+01   883.3  4.98E+08  3.81E-06  4.47E-04  3.61E-04  3.45E-07  8.36E-01  1.62E-01  1.78E-07  6.77E-05  1.61E-07  9.18E-07
8.596E+00   878.3  5.00E+08  3.65E-06  4.47E-04  3.61E-04  3.54E-07  8.35E-01  1.62E-01  2.18E-07  6.77E-05  1.16E-07  9.66E-07
7.162E+00   874.0  5.02E+08  3.48E-06  4.46E-04  3.60E-04  3.65E-07  8.35E-01  1.62E-01  2.68E-07  6.76E-05  8.03E-08  1.01E-06
6.067E+00   870.7  5.04E+08  3.28E-06  4.46E-04  3.60E-04  3.78E-07  8.34E-01  1.62E-01  3.30E-07  6.76E-05  5.23E-08  1.05E-06
5.139E+00   867.9  5.06E+08  3.06E-06  4.46E-04  3.60E-04  3.93E-07  8.34E-01  1.62E-01  4.06E-07  6.76E-05  3.22E-08  1.07E-06
4.423E+00   865.7  5.08E+08  2.82E-06  4.46E-04  3.60E-04  4.09E-07  8.33E-01  1.62E-01  4.91E-07  6.76E-05  1.91E-08  1.10E-06
3.892E+00   864.3  5.10E+08  2.56E-06  4.46E-04  3.60E-04  4.27E-07  8.33E-01  1.62E-01  5.88E-07  6.75E-05  1.06E-08  1.12E-06
3.426E+00   863.0  5.12E+08  2.27E-06  4.45E-04  3.60E-04  4.47E-07  8.32E-01  1.62E-01  6.95E-07  6.75E-05  5.59E-09  1.13E-06
3.015E+00   862.1  5.14E+08  1.96E-06  4.45E-04  3.59E-04  4.69E-07  8.31E-01  1.62E-01  8.13E-07  6.74E-05  2.74E-09  1.15E-06
2.661E+00   861.3  5.16E+08  1.64E-06  4.45E-04  3.59E-04  4.93E-07  8.30E-01  1.62E-01  9.36E-07  6.74E-05  1.24E-09  1.16E-06
2.380E+00   860.9  5.18E+08  1.32E-06  4.44E-04  3.59E-04  5.20E-07  8.28E-01  1.62E-01  1.06E-06  6.73E-05  5.23E-10  1.17E-06
2.128E+00   860.6  5.20E+08  1.02E-06  4.44E-04  3.58E-04  5.49E-07  8.27E-01  1.62E-01  1.17E-06  6.72E-05  2.05E-10  1.18E-06
1.903E+00   860.5  5.22E+08  7.61E-07  4.43E-04  3.58E-04  5.79E-07  8.25E-01  1.62E-01  1.26E-06  6.71E-05  7.62E-11  1.19E-06
1.702E+00   860.6  5.24E+08  5.45E-07  4.43E-04  3.57E-04  6.10E-07  8.24E-01  1.62E-01  1.33E-06  6.70E-05  2.78E-11  1.21E-06
1.522E+00   860.9  5.26E+08  3.80E-07  4.42E-04  3.57E-04  6.42E-07  8.22E-01  1.62E-01  1.38E-06  6.69E-05  1.08E-11  1.22E-06
1.372E+00   861.3  5.27E+08  2.57E-07  4.41E-04  3.56E-04  6.74E-07  8.20E-01  1.62E-01  1.42E-06  6.68E-05  5.06E-12  1.23E-06
1.245E+00   861.8  5.29E+08  1.71E-07  4.41E-04  3.55E-04  7.05E-07  8.17E-01  1.62E-01  1.43E-06  6.67E-05  3.17E-12  1.25E-06
1.130E+00   862.3  5.31E+08  1.12E-07  4.40E-04  3.55E-04  7.36E-07  8.15E-01  1.62E-01  1.44E-06  6.65E-05  2.53E-12  1.26E-06
1.026E+00   863.2  5.33E+08  7.25E-08  4.39E-04  3.54E-04  7.66E-07  8.13E-01  1.62E-01  1.44E-06  6.64E-05  2.26E-12  1.28E-06
9.268E-01   864.1  5.35E+08  4.57E-08  4.38E-04  3.53E-04  7.97E-07  8.10E-01  1.62E-01  1.44E-06  6.62E-05  2.09E-12  1.29E-06
8.400E-01   865.0  5.37E+08  2.88E-08  4.37E-04  3.52E-04  8.26E-07  8.07E-01  1.62E-01  1.43E-06  6.60E-05  1.95E-12  1.31E-06
7.684E-01   866.2  5.39E+08  1.83E-08  4.35E-04  3.52E-04  8.53E-07  8.04E-01  1.62E-01  1.41E-06  6.58E-05  1.83E-12  1.33E-06
7.029E-01   867.3  5.41E+08  1.18E-08  4.34E-04  3.51E-04  8.78E-07  8.00E-01  1.62E-01  1.40E-06  6.56E-05  1.71E-12  1.35E-06
6.430E-01   868.6  5.43E+08  7.71E-09  4.33E-04  3.50E-04  9.01E-07  7.97E-01  1.62E-01  1.38E-06  6.54E-05  1.60E-12  1.37E-06
5.881E-01   869.8  5.45E+08  5.16E-09  4.31E-04  3.48E-04  9.21E-07  7.93E-01  1.62E-01  1.36E-06  6.52E-05  1.50E-12  1.39E-06
5.394E-01   871.5  5.47E+08  3.54E-09  4.30E-04  3.47E-04  9.39E-07  7.89E-01  1.62E-01  1.34E-06  6.49E-05  1.40E-12  1.42E-06
4.980E-01   872.9  5.49E+08  2.49E-09  4.28E-04  3.46E-04  9.54E-07  7.85E-01  1.62E-01  1.32E-06  6.47E-05  1.32E-12  1.45E-06
4.598E-01   874.8  5.51E+08  1.80E-09  4.27E-04  3.45E-04  9.67E-07  7.81E-01  1.62E-01  1.30E-06  6.44E-05  1.24E-12  1.47E-06
4.245E-01   876.5  5.53E+08  1.33E-09  4.25E-04  3.44E-04  9.76E-07  7.76E-01  1.62E-01  1.28E-06  6.41E-05  1.16E-12  1.51E-06
3.919E-01   878.6  5.55E+08  1.01E-09  4.23E-04  3.42E-04  9.83E-07  7.72E-01  1.62E-01  1.26E-06  6.37E-05  1.10E-12  1.54E-06
3.618E-01   880.6  5.57E+08  7.83E-10  4.21E-04  3.41E-04  9.86E-07  7.67E-01  1.62E-01  1.24E-06  6.34E-05  1.04E-12  1.57E-06
3.381E-01   882.9  5.59E+08  6.19E-10  4.19E-04  3.39E-04  9.87E-07  7.62E-01  1.62E-01  1.21E-06  6.30E-05  9.84E-13  1.61E-06
3.159E-01   885.2  5.61E+08  4.99E-10  4.16E-04  3.38E-04  9.85E-07  7.57E-01  1.62E-01  1.19E-06  6.27E-05  9.38E-13  1.65E-06
2.952E-01   887.5  5.63E+08  4.09E-10  4.14E-04  3.36E-04  9.79E-07  7.52E-01  1.62E-01  1.16E-06  6.23E-05  8.95E-13  1.70E-06
2.758E-01   890.0  5.65E+08  3.40E-10  4.11E-04  3.34E-04  9.71E-07  7.46E-01  1.62E-01  1.14E-06  6.18E-05  8.55E-13  1.74E-06
2.577E-01   892.3  5.67E+08  2.87E-10  4.09E-04  3.33E-04  9.61E-07  7.41E-01  1.62E-01  1.11E-06  6.14E-05  8.18E-13  1.79E-06
2.429E-01   895.3  5.69E+08  2.44E-10  4.06E-04  3.31E-04  9.48E-07  7.35E-01  1.62E-01  1.09E-06  6.09E-05  7.87E-13  1.84E-06
2.288E-01   898.7  5.71E+08  2.09E-10  4.03E-04  3.29E-04  9.31E-07  7.29E-01  1.61E-01  1.06E-06  6.04E-05  7.57E-13  1.90E-06
2.155E-01   901.9  5.73E+08  1.80E-10  4.00E-04  3.27E-04  9.12E-07  7.22E-01  1.61E-01  1.03E-06  5.99E-05  7.30E-13  1.96E-06
2.030E-01   905.3  5.75E+08  1.57E-10  3.97E-04  3.25E-04  8.92E-07  7.16E-01  1.61E-01  1.00E-06  5.93E-05  7.04E-13  2.02E-06
1.912E-01   908.7  5.78E+08  1.37E-10  3.93E-04  3.22E-04  8.69E-07  7.09E-01  1.61E-01  9.75E-07  5.88E-05  6.80E-13  2.08E-06
1.813E-01   911.5  5.80E+08  1.21E-10  3.90E-04  3.20E-04  8.44E-07  7.02E-01  1.61E-01  9.46E-07  5.82E-05  6.59E-13  2.15E-06
1.724E-01   915.6  5.82E+08  1.07E-10  3.86E-04  3.18E-04  8.18E-07  6.95E-01  1.61E-01  9.17E-07  5.76E-05  6.40E-13  2.22E-06
1.639E-01   919.8  5.84E+08  9.54E-11  3.82E-04  3.15E-04  7.91E-07  6.88E-01  1.61E-01  8.88E-07  5.69E-05  6.22E-13  2.29E-06
1.558E-01   923.8  5.86E+08  8.51E-11  3.78E-04  3.13E-04  7.63E-07  6.81E-01  1.61E-01  8.59E-07  5.62E-05  6.05E-13  2.36E-06
1.482E-01   928.3  5.88E+08  7.61E-11  3.74E-04  3.10E-04  7.34E-07  6.74E-01  1.61E-01  8.30E-07  5.55E-05  5.88E-13  2.44E-06
1.417E-01   932.8  5.90E+08  6.83E-11  3.69E-04  3.07E-04  7.04E-07  6.66E-01  1.60E-01  8.01E-07  5.48E-05  5.73E-13  2.51E-06
1.353E-01   937.1  5.92E+08  6.11E-11  3.64E-04  3.04E-04  6.72E-07  6.58E-01  1.60E-01  7.70E-07  5.40E-05  5.58E-13  2.59E-06
1.292E-01   941.3  5.94E+08  5.47E-11  3.60E-04  3.01E-04  6.41E-07  6.51E-01  1.60E-01  7.39E-07  5.32E-05  5.44E-13  2.68E-06
1.234E-01   946.7  5.97E+08  4.91E-11  3.54E-04  2.98E-04  6.10E-07  6.42E-01  1.60E-01  7.09E-07  5.23E-05  5.30E-13  2.76E-06
1.178E-01   952.0  5.99E+08  4.41E-11  3.49E-04  2.95E-04  5.78E-07  6.34E-01  1.60E-01  6.79E-07  5.15E-05  5.16E-13  2.85E-06
1.142E-01   955.6  6.01E+08  3.98E-11  3.44E-04  2.91E-04  5.47E-07  6.26E-01  1.59E-01  6.49E-07  5.06E-05  5.07E-13  2.94E-06
1.106E-01   959.0  6.03E+08  3.61E-11  3.39E-04  2.88E-04  5.17E-07  6.18E-01  1.59E-01  6.20E-07  4.97E-05  4.98E-13  3.02E-06
1.072E-01   963.0  6.06E+08  3.27E-11  3.33E-04  2.85E-04  4.88E-07  6.10E-01  1.59E-01  5.92E-07  4.88E-05  4.90E-13  3.11E-06
1.038E-01   968.5  6.08E+08  2.97E-11  3.28E-04  2.81E-04  4.61E-07  6.01E-01  1.59E-01  5.64E-07  4.79E-05  4.82E-13  3.20E-06
1.003E-01   974.4  6.10E+08  2.70E-11  3.22E-04  2.78E-04  4.34E-07  5.93E-01  1.58E-01  5.36E-07  4.70E-05  4.73E-13  3.28E-06
9.678E-02   980.3  6.12E+08  2.44E-11  3.16E-04  2.74E-04  4.08E-07  5.84E-01  1.58E-01  5.09E-07  4.60E-05  4.63E-13  3.37E-06
9.334E-02   986.0  6.14E+08  2.20E-11  3.10E-04  2.70E-04  3.83E-07  5.76E-01  1.58E-01  4.81E-07  4.50E-05  4.54E-13  3.46E-06
9.003E-02   991.9  6.17E+08  1.99E-11  3.04E-04  2.66E-04  3.60E-07  5.67E-01  1.57E-01  4.54E-07  4.41E-05  4.44E-13  3.55E-06
8.693E-02   998.1  6.19E+08  1.80E-11  2.98E-04  2.62E-04  3.38E-07  5.58E-01  1.57E-01  4.28E-07  4.30E-05  4.34E-13  3.63E-06
8.453E-02  1002.8  6.21E+08  1.63E-11  2.92E-04  2.58E-04  3.17E-07  5.49E-01  1.57E-01  4.03E-07  4.20E-05  4.26E-13  3.72E-06
8.220E-02  1007.4  6.24E+08  1.48E-11  2.85E-04  2.54E-04  2.97E-07  5.40E-01  1.56E-01  3.79E-07  4.10E-05  4.18E-13  3.80E-06
7.994E-02  1011.9  6.26E+08  1.34E-11  2.79E-04  2.50E-04  2.78E-07  5.32E-01  1.56E-01  3.55E-07  4.00E-05  4.10E-13  3.88E-06
7.774E-02  1016.3  6.28E+08  1.21E-11  2.73E-04  2.46E-04  2.61E-07  5.23E-01  1.56E-01  3.32E-07  3.90E-05  4.02E-13  3.95E-06
7.551E-02  1023.6  6.31E+08  1.10E-11  2.66E-04  2.41E-04  2.44E-07  5.14E-01  1.55E-01  3.10E-07  3.79E-05  3.94E-13  4.03E-06
7.334E-02  1032.5  6.33E+08  9.91E-12  2.59E-04  2.37E-04  2.28E-07  5.05E-01  1.55E-01  2.88E-07  3.68E-05  3.85E-13  4.10E-06
7.123E-02  1041.1  6.36E+08  8.94E-12  2.53E-04  2.33E-04  2.13E-07  4.96E-01  1.54E-01  2.67E-07  3.58E-05  3.76E-13  4.16E-06
6.919E-02  1049.5  6.38E+08  8.07E-12  2.46E-04  2.28E-04  1.99E-07  4.87E-01  1.54E-01  2.47E-07  3.47E-05  3.67E-13  4.22E-06
6.720E-02  1057.6  6.40E+08  7.28E-12  2.39E-04  2.23E-04  1.86E-07  4.78E-01  1.54E-01  2.28E-07  3.36E-05  3.58E-13  4.28E-06
6.527E-02  1065.5  6.43E+08  6.56E-12  2.32E-04  2.19E-04  1.74E-07  4.69E-01  1.53E-01  2.10E-07  3.25E-05  3.49E-13  4.33E-06
6.339E-02  1075.2  6.45E+08  5.90E-12  2.26E-04  2.14E-04  1.63E-07  4.60E-01  1.53E-01  1.92E-07  3.15E-05  3.39E-13  4.38E-06
6.163E-02  1084.9  6.48E+08  5.28E-12  2.19E-04  2.09E-04  1.52E-07  4.50E-01  1.52E-01  1.75E-07  3.04E-05  3.29E-13  4.42E-06
5.992E-02  1094.3  6.50E+08  4.71E-12  2.12E-04  2.04E-04  1.42E-07  4.41E-01  1.52E-01  1.59E-07  2.93E-05  3.19E-13  4.45E-06
5.826E-02  1103.4  6.53E+08  4.20E-12  2.05E-04  1.99E-04  1.32E-07  4.31E-01  1.51E-01  1.44E-07  2.82E-05  3.08E-13  4.48E-06
5.664E-02  1112.3  6.55E+08  3.74E-12  1.98E-04  1.94E-04  1.23E-07  4.22E-01  1.50E-01  1.30E-07  2.71E-05  2.98E-13  4.50E-06
5.531E-02  1119.6  6.58E+08  3.34E-12  1.91E-04  1.89E-04  1.14E-07  4.13E-01  1.50E-01  1.17E-07  2.60E-05  2.88E-13  4.51E-06
5.436E-02  1126.1  6.60E+08  2.97E-12  1.84E-04  1.84E-04  1.06E-07  4.03E-01  1.49E-01  1.05E-07  2.49E-05  2.79E-13  4.52E-06
5.340E-02  1134.9  6.63E+08  2.66E-12  1.77E-04  1.79E-04  9.75E-08  3.94E-01  1.48E-01  9.32E-08  2.39E-05  2.71E-13  4.52E-06
5.244E-02  1143.5  6.65E+08  2.39E-12  1.70E-04  1.74E-04  9.01E-08  3.86E-01  1.48E-01  8.26E-08  2.28E-05  2.64E-13  4.51E-06
5.143E-02  1152.7  6.68E+08  2.15E-12  1.64E-04  1.69E-04  8.32E-08  3.77E-01  1.47E-01  7.29E-08  2.18E-05  2.57E-13  4.49E-06
5.044E-02  1161.7  6.70E+08  1.93E-12  1.57E-04  1.64E-04  7.67E-08  3.69E-01  1.46E-01  6.41E-08  2.08E-05  2.51E-13  4.47E-06
4.946E-02  1170.5  6.73E+08  1.73E-12  1.51E-04  1.59E-04  7.07E-08  3.60E-01  1.46E-01  5.61E-08  1.98E-05  2.43E-13  4.44E-06
4.867E-02  1177.7  6.76E+08  1.55E-12  1.45E-04  1.54E-04  6.52E-08  3.52E-01  1.45E-01  4.90E-08  1.89E-05  2.37E-13  4.40E-06
4.790E-02  1184.7  6.78E+08  1.39E-12  1.38E-04  1.49E-04  5.98E-08  3.44E-01  1.44E-01  4.23E-08  1.79E-05  2.30E-13  4.35E-06
4.713E-02  1191.6  6.81E+08  1.24E-12  1.32E-04  1.43E-04  5.48E-08  3.35E-01  1.43E-01  3.64E-08  1.70E-05  2.23E-13  4.29E-06
4.638E-02  1198.5  6.84E+08  1.11E-12  1.26E-04  1.38E-04  5.03E-08  3.27E-01  1.43E-01  3.12E-08  1.61E-05  2.16E-13  4.22E-06
4.560E-02  1210.0  6.86E+08  9.93E-13  1.20E-04  1.33E-04  4.60E-08  3.19E-01  1.42E-01  2.66E-08  1.52E-05  2.09E-13  4.15E-06
4.473E-02  1224.6  6.89E+08  8.86E-13  1.14E-04  1.28E-04  4.22E-08  3.11E-01  1.41E-01  2.26E-08  1.44E-05  2.01E-13  4.07E-06
4.388E-02  1239.0  6.92E+08  7.90E-13  1.09E-04  1.23E-04  3.86E-08  3.03E-01  1.40E-01  1.91E-08  1.35E-05  1.93E-13  3.98E-06
4.301E-02  1253.5  6.95E+08  7.00E-13  1.03E-04  1.18E-04  3.51E-08  2.95E-01  1.39E-01  1.60E-08  1.27E-05  1.85E-13  3.88E-06
4.216E-02  1267.8  6.98E+08  6.20E-13  9.79E-05  1.13E-04  3.19E-08  2.87E-01  1.38E-01  1.33E-08  1.19E-05  1.77E-13  3.77E-06
4.131E-02  1282.1  7.00E+08  5.48E-13  9.27E-05  1.08E-04  2.90E-08  2.79E-01  1.37E-01  1.10E-08  1.11E-05  1.69E-13  3.66E-06
4.048E-02  1296.0  7.03E+08  4.83E-13  8.76E-05  1.04E-04  2.63E-08  2.71E-01  1.36E-01  9.04E-09  1.04E-05  1.60E-13  3.54E-06
3.966E-02  1309.7  7.06E+08  4.25E-13  8.27E-05  9.87E-05  2.38E-08  2.63E-01  1.35E-01  7.38E-09  9.70E-06  1.52E-13  3.42E-06
3.911E-02  1319.0  7.09E+08  3.74E-13  7.79E-05  9.38E-05  2.15E-08  2.55E-01  1.34E-01  5.98E-09  9.02E-06  1.44E-13  3.29E-06
3.859E-02  1329.6  7.12E+08  3.27E-13  7.32E-05  8.90E-05  1.92E-08  2.47E-01  1.33E-01  4.79E-09  8.35E-06  1.36E-13  3.16E-06
3.809E-02  1340.5  7.14E+08  2.86E-13  6.87E-05  8.42E-05  1.72E-08  2.39E-01  1.32E-01  3.80E-09  7.72E-06  1.29E-13  3.02E-06
3.773E-02  1348.3  7.17E+08  2.50E-13  6.44E-05  7.95E-05  1.54E-08  2.31E-01  1.31E-01  3.00E-09  7.12E-06  1.21E-13  2.88E-06
3.738E-02  1356.0  7.20E+08  2.18E-13  6.04E-05  7.49E-05  1.37E-08  2.24E-01  1.30E-01  2.36E-09  6.55E-06  1.14E-13  2.74E-06
3.705E-02  1363.1  7.23E+08  1.90E-13  5.65E-05  7.04E-05  1.22E-08  2.16E-01  1.29E-01  1.84E-09  6.02E-06  1.07E-13  2.60E-06
3.674E-02  1369.9  7.26E+08  1.65E-13  5.27E-05  6.59E-05  1.07E-08  2.09E-01  1.28E-01  1.41E-09  5.50E-06  1.00E-13  2.46E-06
3.644E-02  1376.7  7.29E+08  1.44E-13  4.91E-05  6.16E-05  9.47E-09  2.01E-01  1.27E-01  1.08E-09  5.02E-06  9.36E-14  2.31E-06
3.597E-02  1386.9  7.32E+08  1.24E-13  4.56E-05  5.74E-05  8.33E-09  1.94E-01  1.26E-01  8.27E-10  4.56E-06  8.68E-14  2.17E-06
3.540E-02  1399.2  7.35E+08  1.08E-13  4.24E-05  5.33E-05  7.31E-09  1.87E-01  1.25E-01  6.29E-10  4.14E-06  8.01E-14  2.03E-06
3.485E-02  1411.4  7.38E+08  9.27E-14  3.93E-05  4.93E-05  6.39E-09  1.79E-01  1.23E-01  4.76E-10  3.73E-06  7.36E-14  1.89E-06
3.448E-02  1419.4  7.41E+08  7.96E-14  3.63E-05  4.53E-05  5.53E-09  1.72E-01  1.22E-01  3.57E-10  3.35E-06  6.73E-14  1.75E-06
3.415E-02  1426.7  7.44E+08  6.81E-14  3.34E-05  4.15E-05  4.76E-09  1.65E-01  1.21E-01  2.68E-10  2.99E-06  6.14E-14  1.61E-06
3.376E-02  1435.2  7.48E+08  5.82E-14  3.07E-05  3.78E-05  4.09E-09  1.58E-01  1.20E-01  2.02E-10  2.66E-06  5.57E-14  1.48E-06
3.323E-02  1446.7  7.51E+08  4.94E-14  2.81E-05  3.44E-05  3.49E-09  1.51E-01  1.19E-01  1.53E-10  2.36E-06  5.00E-14  1.36E-06
3.270E-02  1464.9  7.54E+08  4.16E-14  2.57E-05  3.09E-05  2.94E-09  1.44E-01  1.17E-01  1.16E-10  2.07E-06  4.46E-14  1.23E-06
3.228E-02  1490.6  7.57E+08  3.49E-14  2.33E-05  2.76E-05  2.47E-09  1.37E-01  1.16E-01  8.88E-11  1.80E-06  3.95E-14  1.11E-06
3.190E-02  1513.2  7.60E+08  2.91E-14  2.11E-05  2.46E-05  2.05E-09  1.30E-01  1.15E-01  6.91E-11  1.56E-06  3.48E-14  9.98E-07
3.152E-02  1536.4  7.63E+08  2.41E-14  1.91E-05  2.17E-05  1.69E-09  1.23E-01  1.13E-01  5.48E-11  1.35E-06  3.04E-14  8.91E-07
3.110E-02  1561.9  7.67E+08  1.99E-14  1.72E-05  1.90E-05  1.38E-09  1.17E-01  1.12E-01  4.44E-11  1.16E-06  2.63E-14  7.92E-07
3.067E-02  1587.8  7.70E+08  1.62E-14  1.53E-05  1.64E-05  1.11E-09  1.10E-01  1.10E-01  3.65E-11  9.78E-07  2.25E-14  6.96E-07
3.032E-02  1609.3  7.73E+08  1.30E-14  1.36E-05  1.41E-05  8.81E-10  1.04E-01  1.09E-01  3.06E-11  8.21E-07  1.91E-14  6.08E-07
3.002E-02  1627.3  7.76E+08  1.04E-14  1.20E-05  1.20E-05  6.92E-10  9.76E-02  1.08E-01  2.61E-11  6.85E-07  1.60E-14  5.28E-07
2.971E-02  1646.1  7.80E+08  8.25E-15  1.06E-05  1.01E-05  5.37E-10  9.15E-02  1.06E-01  2.27E-11  5.66E-07  1.34E-14  4.55E-07
2.930E-02  1670.6  7.83E+08  6.40E-15  9.19E-06  8.39E-06  4.08E-10  8.54E-02  1.05E-01  1.98E-11  4.61E-07  1.09E-14  3.87E-07
2.890E-02  1694.8  7.87E+08  4.91E-15  7.93E-06  6.89E-06  3.06E-10  7.95E-02  1.03E-01  1.75E-11  3.72E-07  8.80E-15  3.26E-07
2.859E-02  1713.6  7.90E+08  3.71E-15  6.79E-06  5.59E-06  2.25E-10  7.37E-02  1.02E-01  1.55E-11  2.97E-07  7.01E-15  2.73E-07
2.833E-02  1729.1  7.93E+08  2.76E-15  5.77E-06  4.47E-06  1.63E-10  6.81E-02  1.00E-01  1.37E-11  2.35E-07  5.52E-15  2.26E-07
2.808E-02  1744.5  7.97E+08  2.00E-15  4.83E-06  3.52E-06  1.15E-10  6.26E-02  9.89E-02  1.21E-11  1.83E-07  4.26E-15  1.84E-07
2.793E-02  1753.6  8.00E+08  1.43E-15  4.01E-06  2.72E-06  7.92E-11  5.72E-02  9.74E-02  1.06E-11  1.41E-07  3.24E-15  1.48E-07
2.778E-02  1762.6  8.04E+08  1.00E-15  3.29E-06  2.08E-06  5.37E-11  5.22E-02  9.58E-02  9.23E-12  1.07E-07  2.42E-15  1.19E-07
2.752E-02  1794.4  8.07E+08  6.85E-16  2.67E-06  1.57E-06  3.57E-11  4.73E-02  9.43E-02  7.98E-12  8.04E-08  1.78E-15  9.36E-08
2.724E-02  1832.0  8.11E+08  4.51E-16  2.13E-06  1.16E-06  2.29E-11  4.25E-02  9.28E-02  6.79E-12  5.92E-08  1.27E-15  7.25E-08
2.707E-02  1854.0  8.15E+08  2.89E-16  1.67E-06  8.37E-07  1.43E-11  3.80E-02  9.13E-02  5.72E-12  4.29E-08  8.84E-16  5.54E-08
2.695E-02  1870.2  8.18E+08  1.80E-16  1.30E-06  5.95E-07  8.74E-12  3.37E-02  8.97E-02  4.75E-12  3.07E-08  6.04E-16  4.17E-08
2.675E-02  1897.7  8.22E+08  1.08E-16  9.88E-07  4.14E-07  5.19E-12  2.97E-02  8.82E-02  3.89E-12  2.17E-08  4.01E-16  3.10E-08
2.649E-02  1931.9  8.26E+08  6.11E-17  7.34E-07  2.79E-07  2.95E-12  2.58E-02  8.66E-02  3.12E-12  1.49E-08  2.55E-16  2.25E-08
2.623E-02  1966.2  8.29E+08  3.30E-17  5.34E-07  1.83E-07  1.62E-12  2.22E-02  8.51E-02  2.46E-12  1.00E-08  1.56E-16  1.60E-08
2.598E-02  2001.0  8.33E+08  1.69E-17  3.80E-07  1.17E-07  8.53E-13  1.88E-02  8.35E-02  1.91E-12  6.63E-09  9.17E-17  1.11E-08
2.578E-02  2027.2  8.37E+08  8.13E-18  2.64E-07  7.22E-08  4.32E-13  1.57E-02  8.20E-02  1.45E-12  4.28E-09  5.16E-17  7.58E-09
2.578E-02  2027.2  8.40E+08  3.61E-18  1.77E-07  4.25E-08  2.05E-13  1.29E-02  8.04E-02  1.07E-12  2.67E-09  2.74E-17  4.98E-09
2.568E-02  2041.1  8.44E+08  1.48E-18  1.16E-07  2.41E-08  9.30E-14  1.04E-02  7.89E-02  7.73E-13  1.63E-09  1.37E-17  3.18E-09
2.537E-02  2082.1  8.48E+08  5.59E-19  7.33E-08  1.31E-08  4.01E-14  8.15E-03  7.74E-02  5.44E-13  9.64E-10  6.40E-18  1.98E-09
2.508E-02  2121.4  8.52E+08  1.86E-19  4.42E-08  6.66E-09  1.59E-14  6.23E-03  7.58E-02  3.69E-13  5.46E-10  2.72E-18  1.17E-09
2.488E-02  2148.1  8.56E+08  5.60E-20  2.56E-08  3.22E-09  5.92E-15  4.63E-03  7.43E-02  2.42E-13  2.99E-10  1.08E-18  6.69E-10
2.469E-02  2173.2  8.60E+08  1.52E-20  1.44E-08  1.47E-09  2.07E-15  3.36E-03  7.28E-02  1.53E-13  1.59E-10  3.93E-19  3.68E-10
2.461E-02  2184.7  8.64E+08  3.76E-21  7.76E-09  6.43E-10  6.80E-16  2.38E-03  7.13E-02  9.39E-14  8.20E-11  1.34E-19  1.95E-10
2.450E-02  2199.0  8.68E+08  8.19E-22  4.01E-09  2.62E-10  2.06E-16  1.63E-03  6.98E-02  5.51E-14  4.10E-11  4.14E-20  9.91E-11
2.426E-02  2231.4  8.72E+08  1.64E-22  2.02E-09  1.03E-10  5.98E-17  1.10E-03  6.82E-02  3.15E-14  2.03E-11  1.20E-20  4.92E-11
