9.969354e+00	8.187501e+04
9.908249e+00	8.205812e+04
9.847518e+00	8.194533e+04
9.787160e+00	8.187740e+04
9.727172e+00	8.191316e+04
9.667552e+00	8.200839e+04
9.608297e+00	8.204203e+04
9.549405e+00	8.191245e+04
9.490874e+00	8.201068e+04
9.432702e+00	8.203863e+04
9.374886e+00	8.195313e+04
9.317425e+00	8.203600e+04
9.260316e+00	8.205108e+04
9.203557e+00	8.198460e+04
9.147146e+00	8.206224e+04
9.091080e+00	8.207529e+04
9.035359e+00	8.203871e+04
8.979979e+00	8.209326e+04
8.924938e+00	8.207071e+04
8.870235e+00	8.197141e+04
8.815866e+00	8.208531e+04
8.761832e+00	8.213952e+04
8.708128e+00	8.202731e+04
8.654753e+00	8.211066e+04
8.601706e+00	8.205379e+04
8.548984e+00	8.211753e+04
8.496585e+00	8.219509e+04
8.444507e+00	8.208694e+04
8.392748e+00	8.213992e+04
8.341307e+00	8.222160e+04
8.290181e+00	8.213406e+04
8.239368e+00	8.217985e+04
8.188867e+00	8.225591e+04
8.138675e+00	8.221859e+04
8.088791e+00	8.214882e+04
8.039212e+00	8.225168e+04
7.989938e+00	8.221006e+04
7.940965e+00	8.219098e+04
7.892293e+00	8.230643e+04
7.843919e+00	8.215998e+04
7.795842e+00	8.222050e+04
7.748059e+00	8.224020e+04
7.700569e+00	8.222178e+04
7.653370e+00	8.227671e+04
7.606460e+00	8.229655e+04
7.559838e+00	8.226130e+04
7.513502e+00	8.229116e+04
7.467450e+00	8.226662e+04
7.421680e+00	8.225130e+04
7.376190e+00	8.225070e+04
7.330979e+00	8.227532e+04
7.286046e+00	8.220103e+04
7.241388e+00	8.226798e+04
7.197003e+00	8.221238e+04
7.152891e+00	8.228838e+04
7.109049e+00	8.226904e+04
7.065476e+00	8.235514e+04
7.022169e+00	8.237163e+04
6.979129e+00	8.231165e+04
6.936352e+00	8.231000e+04
6.893837e+00	8.224936e+04
6.851583e+00	8.231239e+04
6.809587e+00	8.232585e+04
6.767850e+00	8.240453e+04
6.726368e+00	8.242337e+04
6.685140e+00	8.230631e+04
6.644165e+00	8.238448e+04
6.603441e+00	8.243008e+04
6.562967e+00	8.231560e+04
6.522741e+00	8.221880e+04
6.482761e+00	8.228663e+04
6.443026e+00	8.220898e+04
6.403535e+00	8.217256e+04
6.364286e+00	8.208349e+04
6.325278e+00	8.207518e+04
6.286508e+00	8.205642e+04
6.247977e+00	8.217767e+04
6.209681e+00	8.221050e+04
6.171620e+00	8.224556e+04
6.133793e+00	8.215375e+04
6.096197e+00	8.216163e+04
6.058832e+00	8.218142e+04
6.021696e+00	8.218403e+04
5.984787e+00	8.214822e+04
5.948105e+00	8.222291e+04
5.911647e+00	8.222984e+04
5.875413e+00	8.222887e+04
5.839401e+00	8.227176e+04
5.803610e+00	8.221650e+04
5.768038e+00	8.222691e+04
5.732684e+00	8.228178e+04
5.697547e+00	8.223618e+04
5.662625e+00	8.227303e+04
5.627917e+00	8.227711e+04
5.593422e+00	8.226459e+04
5.559139e+00	8.225573e+04
5.525065e+00	8.224696e+04
5.491201e+00	8.217406e+04
5.457543e+00	8.221076e+04
5.424093e+00	8.226550e+04
5.390847e+00	8.222219e+04
5.357805e+00	8.225398e+04
5.324966e+00	8.218240e+04
5.292327e+00	8.220740e+04
5.259889e+00	8.219802e+04
5.227650e+00	8.216630e+04
5.195608e+00	8.214250e+04
5.163763e+00	8.216606e+04
5.132113e+00	8.218081e+04
5.100657e+00	8.206127e+04
5.069393e+00	8.216086e+04
5.038322e+00	8.212021e+04
5.007441e+00	8.215874e+04
4.976749e+00	8.213249e+04
4.946245e+00	8.217494e+04
4.915928e+00	8.206533e+04
4.885797e+00	8.221339e+04
4.855850e+00	8.217758e+04
4.826088e+00	8.210773e+04
4.796507e+00	8.208337e+04
4.767108e+00	8.215343e+04
4.737889e+00	8.221112e+04
4.708849e+00	8.210801e+04
4.679988e+00	8.210495e+04
4.651303e+00	8.216650e+04
4.622794e+00	8.213310e+04
4.594459e+00	8.214272e+04
4.566299e+00	8.217198e+04
4.538310e+00	8.215704e+04
4.510494e+00	8.214551e+04
4.482848e+00	8.218544e+04
4.455371e+00	8.215529e+04
4.428063e+00	8.220227e+04
4.400922e+00	8.212918e+04
4.373948e+00	8.221037e+04
4.347139e+00	8.222878e+04
4.320494e+00	8.225766e+04
4.294012e+00	8.216875e+04
4.267693e+00	8.213369e+04
4.241535e+00	8.209172e+04
4.215538e+00	8.205861e+04
4.189700e+00	8.188747e+04
4.164020e+00	8.187670e+04
4.138498e+00	8.182035e+04
4.113132e+00	8.178477e+04
4.087921e+00	8.174740e+04
4.062865e+00	8.170888e+04
4.037963e+00	8.175123e+04
4.013213e+00	8.167950e+04
3.988615e+00	8.169774e+04
3.964168e+00	8.166105e+04
3.939870e+00	8.164827e+04
3.915722e+00	8.164758e+04
3.891721e+00	8.169074e+04
3.867868e+00	8.167843e+04
3.844160e+00	8.166772e+04
3.820599e+00	8.166194e+04
3.797181e+00	8.165408e+04
3.773907e+00	8.165066e+04
3.750776e+00	8.166775e+04
3.727786e+00	8.167578e+04
3.704938e+00	8.166629e+04
