# WL(nm)	 Flux(ergs/cm**2/s/nm)
209.5485    	1.88E+06
209.5518    	1.65E+06
209.5552    	1.48E+06
209.5586    	1.23E+06
209.562     	1.39E+06
209.5654    	1.48E+06
209.5687    	2.15E+06
209.5721    	3.26E+06
209.5755    	4.19E+06
209.5789    	3.72E+06
209.5823    	2.82E+06
209.5856    	1.91E+06
209.589     	1.65E+06
209.5924    	1.25E+06
209.5958    	1.64E+06
209.5992    	1.90E+06
209.6025    	2.34E+06
209.6059    	2.52E+06
209.6093    	2.39E+06
209.6127    	2.38E+06
209.6161    	2.84E+06
209.6194    	1.80E+06
209.6228    	1.56E+06
209.6262    	1.53E+06
209.6296    	1.74E+06
209.633     	2.32E+06
209.6363    	2.49E+06
209.6397    	2.59E+06
209.6431    	2.24E+06
209.6465    	2.28E+06
209.6499    	1.50E+06
209.6532    	1.37E+06
209.6566    	1.37E+06
209.66      	1.91E+06
209.6634    	1.93E+06
209.6668    	1.71E+06
209.6701    	2.13E+06
209.6735    	2.08E+06
209.6769    	1.89E+06
209.6803    	1.91E+06
209.6837    	1.84E+06
209.687     	1.94E+06
209.6904    	1.99E+06
209.6938    	2.00E+06
209.6972    	1.62E+06
209.7006    	1.92E+06
209.7039    	2.24E+06
209.7073    	2.23E+06
209.7107    	2.18E+06
209.7141    	2.42E+06
209.7175    	2.15E+06
209.7208    	2.17E+06
209.7242    	1.88E+06
209.7276    	1.77E+06
209.731     	1.77E+06
209.7343    	1.72E+06
209.7377    	1.35E+06
209.7411    	1.23E+06
209.7445    	1.28E+06
209.7479    	1.37E+06
209.7512    	1.51E+06
209.7546    	1.78E+06
209.758     	1.81E+06
209.7614    	1.90E+06
209.7648    	1.92E+06
209.7681    	2.16E+06
209.7715    	2.25E+06
209.7749    	2.56E+06
209.7783    	2.66E+06
209.7817    	2.21E+06
209.785     	2.06E+06
209.7884    	1.84E+06
209.7918    	1.94E+06
209.7952    	2.26E+06
209.7986    	2.38E+06
209.8019    	2.87E+06
209.8053    	2.65E+06
209.8087    	2.27E+06
209.8121    	2.44E+06
209.8154    	2.29E+06
209.8188    	1.91E+06
209.8222    	1.75E+06
209.8256    	1.84E+06
209.829     	1.91E+06
209.8323    	2.28E+06
209.8357    	2.55E+06
209.8391    	2.87E+06
209.8425    	2.85E+06
209.8459    	2.75E+06
209.8492    	2.47E+06
209.8526    	2.14E+06
209.856     	2.26E+06
209.8594    	2.24E+06
209.8627    	2.07E+06
209.8661    	1.64E+06
209.8695    	1.86E+06
209.8729    	1.76E+06
209.8763    	2.22E+06
209.8796    	2.14E+06
209.883     	2.21E+06
209.8864    	1.73E+06
209.8898    	1.46E+06
209.8931    	1.89E+06
209.8965    	2.03E+06
209.8999    	2.32E+06
209.9033    	2.95E+06
209.9067    	2.54E+06
209.91      	2.46E+06
209.9134    	2.37E+06
209.9168    	2.06E+06
209.9202    	2.02E+06
209.9236    	2.39E+06
209.9269    	2.04E+06
209.9303    	1.87E+06
209.9337    	2.11E+06
209.9371    	1.91E+06
209.9404    	1.54E+06
209.9438    	1.73E+06
209.9472    	1.16E+06
209.9506    	1.17E+06
209.954     	1.68E+06
209.9573    	1.77E+06
209.9607    	1.91E+06
209.9641    	2.00E+06
209.9675    	1.78E+06
209.9708    	1.43E+06
209.9742    	1.32E+06
209.9776    	1.71E+06
209.981     	1.78E+06
209.9844    	1.83E+06
209.9877    	1.88E+06
209.9911    	2.33E+06
209.9945    	2.27E+06
209.9979    	2.45E+06
210.0012    	2.16E+06
210.0046    	2.28E+06
210.008     	2.06E+06
210.0114    	1.71E+06
210.0147    	2.12E+06
210.0181    	2.06E+06
210.0215    	1.88E+06
210.0249    	2.11E+06
210.0283    	1.97E+06
210.0316    	2.11E+06
210.035     	1.93E+06
210.0384    	1.74E+06
210.0418    	1.52E+06
210.0451    	1.27E+06
210.0485    	1.27E+06
210.0506    	1.35E+06
210.054     	1.19E+06
210.0574    	1.63E+06
210.0609    	1.71E+06
210.0643    	1.61E+06
210.0677    	1.34E+06
210.0711    	9.90E+05
210.0746    	1.36E+06
210.078     	1.19E+06
210.0814    	1.53E+06
210.0848    	1.69E+06
210.0883    	1.54E+06
210.0917    	1.25E+06
210.0951    	1.27E+06
210.0985    	2.03E+06
210.102     	2.29E+06
210.1054    	2.22E+06
210.1088    	2.01E+06
210.1122    	2.35E+06
210.1157    	1.93E+06
210.1191    	2.02E+06
210.1225    	2.27E+06
210.1259    	2.19E+06
210.1294    	2.21E+06
210.1328    	2.39E+06
210.1362    	2.19E+06
210.1396    	1.66E+06
210.1431    	1.76E+06
210.1465    	1.71E+06
210.1499    	1.64E+06
210.1533    	1.27E+06
210.1568    	1.26E+06
210.1602    	1.23E+06
210.1636    	1.24E+06
210.167     	1.74E+06
210.1705    	1.87E+06
210.1739    	2.13E+06
210.1773    	2.09E+06
210.1807    	1.73E+06
210.1842    	2.43E+06
210.1876    	2.50E+06
210.191     	2.34E+06
210.1944    	2.30E+06
210.1979    	2.85E+06
210.2013    	2.86E+06
210.2047    	2.67E+06
210.2081    	2.49E+06
210.2116    	2.27E+06
210.215     	2.11E+06
210.2184    	1.85E+06
210.2218    	2.04E+06
210.2253    	2.03E+06
210.2287    	2.06E+06
210.2321    	2.71E+06
210.2355    	2.77E+06
210.239     	2.96E+06
210.2424    	2.90E+06
210.2458    	2.79E+06
210.2492    	2.85E+06
210.2527    	2.48E+06
210.2561    	3.14E+06
210.2595    	2.30E+06
210.2629    	2.71E+06
210.2664    	2.22E+06
210.2698    	2.27E+06
210.2732    	2.49E+06
210.2766    	2.89E+06
210.2801    	2.37E+06
210.2835    	2.45E+06
210.2869    	2.45E+06
210.2903    	2.02E+06
210.2938    	2.06E+06
210.2972    	1.99E+06
210.3006    	1.84E+06
210.304     	1.51E+06
210.3075    	2.00E+06
210.3109    	1.28E+06
210.3143    	1.09E+06
210.3177    	9.17E+05
210.3212    	1.37E+06
210.3246    	1.84E+06
210.328     	1.75E+06
210.3314    	1.64E+06
210.3348    	1.85E+06
210.3383    	1.74E+06
210.3417    	2.22E+06
210.3451    	2.33E+06
210.3485    	2.26E+06
210.352     	2.31E+06
210.3554    	2.00E+06
210.3588    	2.00E+06
210.3622    	1.46E+06
210.3657    	1.32E+06
210.3691    	9.18E+05
210.3725    	1.42E+06
210.3759    	1.70E+06
210.3794    	1.35E+06
210.3828    	1.27E+06
210.3862    	1.23E+06
210.3896    	1.58E+06
210.3931    	1.62E+06
210.3965    	1.68E+06
210.3999    	1.59E+06
210.4033    	1.75E+06
210.4067    	1.99E+06
210.4102    	1.81E+06
210.4136    	2.14E+06
210.417     	1.46E+06
210.4204    	1.61E+06
210.4239    	1.64E+06
210.4273    	2.07E+06
210.4307    	1.58E+06
210.4341    	1.48E+06
210.4376    	1.16E+06
210.441     	1.24E+06
210.4444    	1.47E+06
210.4478    	1.26E+06
210.4512    	1.33E+06
210.4547    	1.59E+06
210.4581    	2.08E+06
210.4615    	2.30E+06
210.4649    	1.89E+06
210.4684    	1.74E+06
210.4718    	2.09E+06
210.4752    	1.19E+06
210.4786    	1.58E+06
210.4821    	1.58E+06
210.4855    	2.01E+06
210.4889    	1.88E+06
210.4923    	2.03E+06
210.4957    	2.35E+06
210.4992    	2.66E+06
210.5026    	2.98E+06
210.506     	2.66E+06
210.5094    	2.55E+06
210.5129    	2.25E+06
210.5163    	2.06E+06
210.5197    	1.79E+06
210.5231    	1.77E+06
210.5266    	1.90E+06
210.53      	2.44E+06
210.5334    	2.33E+06
210.5368    	2.17E+06
210.5402    	2.49E+06
210.5437    	2.56E+06
210.5471    	2.09E+06
210.5505    	1.62E+06
210.5539    	1.54E+06
210.5574    	2.30E+06
210.5608    	2.38E+06
210.5642    	2.45E+06
210.5676    	2.64E+06
210.571     	2.74E+06
210.5745    	2.45E+06
210.5779    	2.42E+06
210.5813    	2.43E+06
210.5847    	2.58E+06
210.5882    	2.63E+06
210.5916    	1.87E+06
210.595     	2.93E+06
210.5984    	2.35E+06
210.6018    	2.46E+06
210.6053    	2.12E+06
210.6087    	2.21E+06
210.6121    	1.93E+06
210.6155    	2.10E+06
210.619     	2.36E+06
210.6224    	2.71E+06
210.6258    	2.37E+06
210.6292    	2.21E+06
210.6326    	2.24E+06
210.6361    	2.25E+06
210.6395    	2.19E+06
210.6429    	2.39E+06
210.6463    	2.15E+06
210.6498    	2.70E+06
210.6532    	2.27E+06
210.6566    	2.23E+06
210.66      	2.02E+06
210.6634    	1.72E+06
210.6669    	2.30E+06
210.6703    	2.14E+06
210.6737    	2.78E+06
210.6771    	2.23E+06
210.6806    	2.00E+06
210.684     	1.50E+06
210.6874    	1.29E+06
210.6908    	1.59E+06
210.6942    	2.01E+06
210.6977    	2.41E+06
210.7011    	2.21E+06
210.7045    	2.06E+06
210.7079    	1.62E+06
210.7113    	1.62E+06
210.7148    	1.35E+06
210.7182    	1.16E+06
210.7216    	1.39E+06
210.725     	1.77E+06
210.7285    	1.89E+06
210.7319    	2.30E+06
210.7353    	2.15E+06
210.7387    	1.99E+06
210.7421    	2.11E+06
210.7456    	2.04E+06
210.749     	1.80E+06
210.7524    	1.75E+06
210.7558    	1.95E+06
210.7592    	2.01E+06
210.7627    	1.49E+06
210.7661    	2.07E+06
210.7695    	2.73E+06
210.7729    	2.36E+06
210.7763    	2.44E+06
210.7798    	2.83E+06
210.7832    	2.11E+06
210.7866    	2.02E+06
210.79      	1.75E+06
210.7935    	1.29E+06
210.7969    	1.19E+06
210.8003    	1.23E+06
210.8037    	1.80E+06
210.8071    	1.80E+06
210.8106    	2.12E+06
210.814     	2.43E+06
210.8174    	2.65E+06
210.8208    	2.75E+06
210.8242    	2.43E+06
210.8277    	2.15E+06
210.8311    	2.00E+06
210.8345    	2.10E+06
210.8379    	2.11E+06
210.8413    	2.54E+06
210.8448    	2.46E+06
210.8482    	2.44E+06
210.8516    	2.55E+06
210.855     	2.67E+06
210.8584    	2.97E+06
210.8619    	2.87E+06
210.8653    	2.75E+06
210.8687    	2.86E+06
210.8721    	2.31E+06
210.8755    	2.24E+06
210.879     	2.29E+06
210.8824    	2.48E+06
210.8858    	2.26E+06
210.8892    	2.03E+06
210.8926    	1.73E+06
210.8961    	1.59E+06
210.8995    	1.28E+06
210.9029    	1.74E+06
210.9063    	1.69E+06
210.9097    	1.27E+06
210.9132    	1.21E+06
210.9166    	2.04E+06
210.92      	1.94E+06
210.9234    	2.09E+06
210.9268    	2.03E+06
210.9303    	1.81E+06
210.9337    	1.39E+06
210.9371    	1.31E+06
210.9405    	1.23E+06
210.9439    	1.14E+06
210.9474    	1.44E+06
210.9508    	1.60E+06
210.9542    	1.71E+06
210.9576    	1.85E+06
210.961     	1.94E+06
210.9645    	1.50E+06
210.9679    	1.46E+06
210.9713    	1.29E+06
210.9747    	1.01E+06
210.9781    	1.20E+06
210.9816    	1.66E+06
210.985     	1.81E+06
210.9884    	1.65E+06
210.9918    	1.73E+06
210.9952    	1.77E+06
210.9987    	1.28E+06
211.0021    	1.44E+06
211.0055    	1.56E+06
211.0089    	1.96E+06
211.0123    	2.16E+06
211.0158    	2.51E+06
211.0192    	2.37E+06
211.0226    	1.86E+06
211.026     	1.97E+06
211.0294    	2.14E+06
211.0329    	2.03E+06
211.0363    	1.54E+06
211.0397    	1.52E+06
211.0431    	1.52E+06
211.0465    	1.64E+06
211.05      	1.42E+06
211.0534    	1.39E+06
211.0568    	1.25E+06
211.0602    	1.53E+06
211.0636    	1.78E+06
211.067     	1.42E+06
211.0705    	1.41E+06
211.0739    	1.52E+06
211.0773    	1.48E+06
211.0807    	1.63E+06
211.0841    	1.82E+06
211.0876    	1.89E+06
211.091     	1.73E+06
211.0944    	1.85E+06
211.0978    	1.67E+06
211.1012    	1.36E+06
211.1047    	1.52E+06
211.1081    	2.16E+06
211.1115    	1.93E+06
211.1149    	1.73E+06
211.1183    	2.04E+06
211.1217    	2.29E+06
211.1252    	2.16E+06
211.1286    	1.96E+06
211.132     	2.35E+06
211.1354    	2.40E+06
211.1388    	2.31E+06
211.1423    	2.15E+06
211.1457    	2.19E+06
211.1491    	2.09E+06
211.1525    	2.39E+06
211.1559    	2.26E+06
211.1594    	2.29E+06
211.1628    	2.66E+06
211.1662    	2.75E+06
211.1696    	2.61E+06
211.173     	2.33E+06
211.1764    	2.51E+06
211.1799    	2.43E+06
211.1833    	2.82E+06
211.1867    	3.05E+06
211.1901    	2.40E+06
211.1935    	2.23E+06
211.197     	2.68E+06
211.2004    	2.34E+06
211.2038    	1.75E+06
211.2072    	2.11E+06
211.2106    	2.21E+06
211.214     	2.62E+06
211.2175    	2.63E+06
211.2209    	2.16E+06
211.2243    	1.71E+06
211.2277    	2.40E+06
211.2311    	2.63E+06
211.2346    	2.85E+06
211.238     	2.71E+06
211.2414    	2.47E+06
211.2448    	1.97E+06
211.2482    	1.61E+06
211.2516    	1.68E+06
211.2551    	1.81E+06
211.2585    	2.29E+06
211.2619    	2.44E+06
211.2653    	2.41E+06
211.2687    	2.79E+06
211.2721    	3.01E+06
211.2756    	3.05E+06
211.279     	3.13E+06
211.2824    	3.76E+06
211.2858    	3.51E+06
211.2892    	3.49E+06
211.2927    	2.96E+06
211.2961    	2.79E+06
211.2995    	2.48E+06
211.3029    	2.57E+06
211.3063    	2.85E+06
211.3097    	2.90E+06
211.3132    	2.87E+06
211.3166    	2.78E+06
211.32      	3.21E+06
211.3234    	2.70E+06
211.3268    	2.69E+06
211.3302    	2.67E+06
211.3337    	2.98E+06
211.3371    	2.34E+06
211.3405    	2.58E+06
211.3439    	2.35E+06
211.3473    	2.67E+06
211.3507    	2.47E+06
211.3542    	2.25E+06
211.3576    	2.11E+06
211.361     	2.39E+06
211.3644    	2.11E+06
211.3678    	1.95E+06
211.3713    	1.77E+06
211.3747    	1.41E+06
211.3781    	1.29E+06
211.3815    	1.78E+06
211.3849    	1.34E+06
211.3883    	1.38E+06
211.3918    	1.62E+06
211.3952    	1.76E+06
211.3986    	2.19E+06
211.402     	1.78E+06
211.4054    	2.18E+06
211.4088    	2.29E+06
211.4123    	2.32E+06
211.4157    	2.20E+06
211.4191    	2.24E+06
211.4225    	2.10E+06
211.4259    	2.06E+06
211.4293    	2.06E+06
211.4328    	1.91E+06
211.4362    	1.89E+06
211.4396    	1.82E+06
211.443     	2.07E+06
211.4464    	2.78E+06
211.4498    	2.55E+06
211.4533    	2.92E+06
211.4567    	2.75E+06
211.4601    	2.36E+06
211.4635    	2.34E+06
211.4669    	2.39E+06
211.4703    	2.26E+06
211.4737    	2.05E+06
211.4772    	1.84E+06
211.4806    	1.97E+06
211.484     	2.20E+06
211.4874    	2.08E+06
211.4908    	2.11E+06
211.4942    	2.40E+06
211.4977    	2.34E+06
211.5011    	2.68E+06
211.5045    	2.55E+06
211.5079    	2.35E+06
211.5113    	2.37E+06
211.5147    	2.00E+06
211.5182    	1.72E+06
211.5216    	1.09E+06
211.525     	1.09E+06
211.5284    	1.09E+06
211.5318    	1.15E+06
211.5352    	1.24E+06
211.5387    	1.11E+06
211.5421    	1.11E+06
211.5455    	1.34E+06
211.5489    	1.82E+06
211.5523    	1.68E+06
211.5557    	1.80E+06
211.5592    	1.73E+06
211.5626    	1.71E+06
211.566     	2.00E+06
211.5694    	1.86E+06
211.5728    	1.63E+06
211.5762    	1.65E+06
211.5796    	1.69E+06
211.5831    	1.63E+06
211.5865    	1.96E+06
211.5899    	1.85E+06
211.5933    	1.58E+06
211.5967    	1.33E+06
211.6001    	1.59E+06
211.6036    	1.80E+06
211.607     	2.09E+06
211.6104    	2.05E+06
211.6138    	2.15E+06
211.6172    	1.94E+06
211.6206    	2.57E+06
211.624     	2.80E+06
211.6275    	2.85E+06
211.6309    	2.17E+06
211.6343    	2.36E+06
211.6377    	2.44E+06
211.6411    	2.31E+06
211.6445    	2.39E+06
211.648     	2.49E+06
211.6514    	2.51E+06
211.6548    	2.57E+06
211.6582    	2.55E+06
211.6616    	2.56E+06
211.665     	3.06E+06
211.6684    	2.68E+06
211.6719    	3.06E+06
211.6753    	2.81E+06
211.6787    	2.68E+06
211.6821    	2.04E+06
211.6855    	2.05E+06
211.6889    	2.29E+06
211.6923    	2.56E+06
211.6958    	2.85E+06
211.6992    	2.95E+06
211.7026    	2.73E+06
211.706     	2.56E+06
211.7094    	3.04E+06
211.7128    	2.85E+06
211.7162    	2.59E+06
211.7197    	2.16E+06
211.7231    	2.12E+06
211.7265    	2.00E+06
211.7299    	2.27E+06
211.7333    	2.23E+06
211.7367    	2.49E+06
211.7402    	3.09E+06
211.7436    	2.94E+06
211.747     	2.81E+06
211.7504    	2.46E+06
211.7538    	2.59E+06
211.7572    	2.35E+06
211.7606    	2.26E+06
211.7641    	1.91E+06
211.7675    	1.84E+06
211.7709    	2.00E+06
211.7743    	2.42E+06
211.7777    	2.08E+06
211.7811    	2.18E+06
211.7845    	2.46E+06
211.788     	2.67E+06
211.7914    	3.10E+06
211.7948    	3.03E+06
211.7982    	3.52E+06
211.8016    	3.17E+06
211.805     	2.98E+06
211.8084    	2.57E+06
211.8119    	3.03E+06
211.8153    	3.06E+06
211.8187    	2.88E+06
211.8221    	2.55E+06
211.8255    	2.43E+06
211.8289    	2.38E+06
211.8323    	2.32E+06
211.8357    	2.63E+06
211.8392    	2.82E+06
211.8426    	2.78E+06
211.846     	2.90E+06
211.8494    	2.74E+06
211.8528    	2.50E+06
211.8562    	2.50E+06
211.8596    	2.03E+06
211.8631    	2.18E+06
211.8665    	2.14E+06
211.8699    	2.30E+06
211.8733    	2.37E+06
211.8767    	2.29E+06
211.8801    	2.59E+06
211.8835    	3.02E+06
211.887     	2.59E+06
211.8904    	2.63E+06
211.8938    	2.50E+06
211.8972    	2.42E+06
211.9006    	2.26E+06
211.904     	2.08E+06
211.9074    	1.72E+06
211.9108    	1.79E+06
211.9143    	1.23E+06
211.9177    	1.85E+06
211.9211    	2.08E+06
211.9245    	1.95E+06
211.9279    	2.00E+06
211.9313    	2.05E+06
211.9347    	1.95E+06
211.9382    	2.15E+06
211.9416    	2.12E+06
211.945     	1.75E+06
211.9484    	1.82E+06
211.9518    	2.38E+06
211.9552    	2.46E+06
211.9586    	2.29E+06
211.962     	3.09E+06
211.9655    	3.42E+06
211.9689    	2.62E+06
211.9723    	2.66E+06
211.9757    	2.63E+06
211.9791    	2.63E+06
211.9825    	2.43E+06
211.9859    	2.29E+06
211.9893    	1.99E+06
211.9928    	1.69E+06
211.9962    	2.30E+06
211.9996    	2.55E+06
212.003     	2.51E+06
212.0064    	2.06E+06
212.0098    	1.98E+06
212.0132    	2.43E+06
212.0167    	2.78E+06
212.0201    	2.69E+06
212.0235    	2.75E+06
212.0269    	2.91E+06
212.0303    	2.97E+06
212.0337    	2.58E+06
212.0371    	2.55E+06
212.0405    	2.76E+06
212.044     	2.54E+06
212.0474    	2.88E+06
212.0508    	3.17E+06
212.0542    	3.37E+06
212.0576    	2.74E+06
212.061     	2.41E+06
212.0644    	2.42E+06
212.0678    	2.26E+06
212.0713    	2.49E+06
212.0747    	2.95E+06
212.0781    	3.27E+06
212.0815    	3.54E+06
212.0849    	3.44E+06
212.0883    	3.70E+06
212.0917    	3.37E+06
212.0951    	3.76E+06
212.0985    	3.50E+06
212.102     	3.15E+06
212.1054    	2.81E+06
212.1088    	2.65E+06
212.1122    	2.98E+06
212.1156    	3.07E+06
212.119     	3.04E+06
212.1224    	2.96E+06
212.1258    	3.17E+06
212.1293    	2.99E+06
212.1327    	2.79E+06
212.1361    	2.85E+06
212.1395    	2.96E+06
212.1429    	3.23E+06
212.1463    	2.79E+06
212.1497    	2.21E+06
212.1531    	1.98E+06
212.1566    	2.05E+06
212.16      	1.99E+06
212.1634    	2.38E+06
212.1668    	2.79E+06
212.1702    	3.04E+06
212.1736    	2.77E+06
212.177     	2.69E+06
212.1804    	2.46E+06
212.1838    	2.39E+06
212.1873    	2.30E+06
212.1907    	2.21E+06
212.1941    	2.04E+06
212.1975    	1.59E+06
212.2009    	1.35E+06
212.2043    	1.68E+06
212.2077    	2.00E+06
212.2111    	2.36E+06
212.2145    	1.82E+06
212.2153    	1.64E+06
212.2188    	1.58E+06
212.2223    	2.35E+06
212.2257    	2.81E+06
212.2292    	3.09E+06
212.2327    	2.70E+06
212.2361    	2.25E+06
212.2396    	2.15E+06
212.243     	2.21E+06
212.2465    	2.28E+06
212.25      	2.76E+06
212.2534    	2.43E+06
212.2569    	2.39E+06
212.2603    	2.17E+06
212.2638    	1.60E+06
212.2673    	1.22E+06
212.2707    	2.00E+06
212.2742    	1.56E+06
212.2776    	2.00E+06
212.2811    	2.63E+06
212.2846    	2.81E+06
212.288     	2.62E+06
212.2915    	2.28E+06
212.2949    	1.91E+06
212.2984    	1.41E+06
212.3019    	1.69E+06
212.3053    	1.96E+06
212.3088    	2.56E+06
212.3122    	2.99E+06
212.3157    	2.79E+06
212.3192    	2.91E+06
212.3226    	2.87E+06
212.3261    	2.41E+06
212.3295    	2.47E+06
212.333     	2.55E+06
212.3365    	2.70E+06
212.3399    	3.11E+06
212.3434    	2.90E+06
212.3469    	2.82E+06
212.3503    	2.30E+06
212.3538    	1.70E+06
212.3572    	1.58E+06
212.3607    	1.74E+06
212.3642    	2.45E+06
212.3676    	3.22E+06
212.3711    	4.16E+06
212.3745    	6.80E+06
212.378     	1.03E+07
212.3815    	7.96E+06
212.3849    	4.99E+06
212.3884    	2.72E+06
212.3918    	2.23E+06
212.3953    	1.85E+06
212.3988    	1.84E+06
212.4022    	1.66E+06
212.4057    	1.51E+06
212.4091    	1.60E+06
212.4126    	1.41E+06
212.416     	1.85E+06
212.4195    	1.52E+06
212.423     	1.73E+06
212.4264    	2.12E+06
212.4299    	1.67E+06
212.4333    	1.66E+06
212.4368    	1.81E+06
212.4403    	2.09E+06
212.4437    	1.83E+06
212.4472    	1.79E+06
212.4506    	2.16E+06
212.4541    	1.78E+06
212.4576    	1.49E+06
212.461     	1.32E+06
212.4645    	1.15E+06
212.4679    	1.52E+06
212.4714    	1.32E+06
212.4749    	1.51E+06
212.4783    	1.44E+06
212.4818    	1.52E+06
212.4852    	2.16E+06
212.4887    	2.70E+06
212.4922    	2.90E+06
212.4956    	2.93E+06
212.4991    	2.00E+06
212.5025    	1.54E+06
212.506     	1.50E+06
212.5095    	1.34E+06
212.5129    	1.51E+06
212.5164    	1.42E+06
212.5198    	1.34E+06
212.5233    	1.77E+06
212.5267    	1.52E+06
212.5302    	1.41E+06
212.5337    	1.87E+06
212.5371    	2.52E+06
212.5406    	2.12E+06
212.544     	2.20E+06
212.5475    	2.17E+06
212.551     	1.87E+06
212.5544    	1.92E+06
212.5579    	1.66E+06
212.5613    	1.42E+06
212.5648    	1.92E+06
212.5683    	1.72E+06
212.5717    	1.51E+06
212.5752    	1.54E+06
212.5786    	1.53E+06
212.5821    	2.37E+06
212.5855    	2.84E+06
212.589     	3.76E+06
212.5925    	4.47E+06
212.5959    	4.38E+06
212.5994    	2.47E+06
212.6028    	2.41E+06
212.6063    	2.37E+06
212.6098    	1.91E+06
212.6132    	2.42E+06
212.6167    	2.21E+06
212.6201    	2.22E+06
212.6236    	1.97E+06
212.6271    	2.07E+06
212.6305    	2.19E+06
212.634     	2.42E+06
212.6374    	2.18E+06
212.6409    	1.63E+06
212.6443    	1.40E+06
212.6478    	2.04E+06
212.6513    	2.61E+06
212.6547    	2.62E+06
212.6582    	2.54E+06
212.6616    	2.75E+06
212.6651    	2.68E+06
212.6685    	2.26E+06
212.672     	2.33E+06
212.6755    	2.31E+06
212.6789    	1.97E+06
212.6824    	2.37E+06
212.6858    	1.88E+06
212.6893    	2.36E+06
212.6928    	2.08E+06
212.6962    	2.13E+06
212.6997    	1.32E+06
212.7031    	1.81E+06
212.7066    	2.46E+06
212.71      	2.70E+06
212.7135    	2.98E+06
212.717     	2.77E+06
212.7204    	2.40E+06
212.7239    	2.37E+06
212.7273    	2.64E+06
212.7308    	2.02E+06
212.7342    	2.83E+06
212.7377    	2.39E+06
212.7412    	1.83E+06
212.7446    	2.04E+06
212.7481    	2.14E+06
212.7515    	2.10E+06
212.755     	2.36E+06
212.7584    	2.01E+06
212.7619    	1.76E+06
212.7654    	1.73E+06
212.7688    	1.96E+06
212.7723    	2.18E+06
212.7757    	2.16E+06
212.7792    	2.47E+06
212.7827    	2.17E+06
212.7861    	2.17E+06
212.7896    	2.30E+06
212.793     	2.50E+06
212.7965    	2.08E+06
212.7999    	2.81E+06
212.8034    	2.16E+06
212.8069    	2.11E+06
212.8103    	1.66E+06
212.8138    	1.82E+06
212.8172    	2.40E+06
212.8207    	2.79E+06
212.8241    	2.27E+06
212.8276    	2.15E+06
212.831     	1.91E+06
212.8345    	2.52E+06
212.838     	2.63E+06
