P               	T               	m               	C               	H               	He              	N               	O               	P               	S               	Si              	Ti              	V               	CH              	HCN             	HNCO            	HCO             	CH2             	H2CO            	CH3             	CH4             	CN              	NCO             	CN2_cnn         	CN2_ncn         	CO              	CO2             	C2              	C2H             	C2H2            	C2H3            	C2H4            	C2H5            	C2H6            	C2H4O           	CH2OH           	CH3O            	CH3OH           	CH3CO           	H2CCO           	HCCO            	C2N             	C2N2            	CCO             	C3              	C3O2            	C4              	C4H2            	C4N2            	NH              	HNO             	HNO2            	HNO3            	OH              	HO2             	H2              	NH2             	N2H2            	H2O             	NH3             	N2H4            	NO              	NO2             	NO3             	N2              	N2O             	N2O3            	N2O4            	N2O5            	O2              	O3              	N2H             	N2H3            	CH3NH2          	CH3NH           	CH2NH           	CH2NH2          	H2CN            	C3H2            	C3H4            	CH2CCH2         	C3H5            	C3H7            	C3H8            	C4H             	C4H2            	C4H3            	C4H4            	C4H5            	C4H6            	C4H8            	C4H9            	C4H10           	CH2CN           	CH3CN           	CH3NO           	C3H3            	C3H6            	C2H3O           	CH3CHO          	C2H4OH          	H2O2            	HC3N            	C2H2CN          	C2H3CN          	H2NN            	TiO             	TiO2            	VO              
9.8080000000e+01	1.5432000000e+03	2.3596535507e+00	2.6729256536e-21	2.6955112306e-06	1.6236239926e-01	1.3131566735e-16	2.2680362529e-16	1.6752725032e-72	2.2084392663e-05	1.6752725032e-72	9.4490756250e-11	1.7577456834e-09	1.1897542077e-18	3.3607567551e-08	9.2457768766e-12	8.0767109858e-12	9.6086169272e-14	8.2697511709e-10	2.9257349945e-08	4.4214494154e-04	6.1742972870e-16	8.1615450989e-18	6.4665337566e-27	9.0008677625e-23	2.2812716632e-05	7.7116130290e-09	8.7878983157e-26	9.0596249373e-19	1.1510235003e-10	2.5170009116e-14	1.7858769410e-09	6.4090704655e-13	9.3049373591e-10	1.1816556499e-18	5.2596023929e-14	2.5452341374e-15	5.2424172632e-11	9.6318128626e-16	1.1526159762e-12	8.2898615969e-18	3.2942134268e-25	3.4445163591e-18	3.8934317523e-19	3.3594319729e-27	4.7515401912e-21	1.4464190227e-35	6.0526455999e-21	1.6444498508e-28	6.0966431194e-14	2.2901340021e-17	2.8196284139e-23	1.3593022717e-34	9.7338003326e-11	1.3639614181e-21	8.3592308594e-01	2.6743793588e-10	3.0851533121e-16	7.8232019016e-04	3.0087753955e-05	1.9604185007e-16	8.4584090502e-15	2.7134195295e-25	1.2118476836e-39	5.3496755449e-05	4.1905789981e-20	7.4270688921e-43	1.2091459175e-54	7.1640462288e-66	9.8023285183e-20	1.3325823703e-36	1.7425952182e-14	2.6959962588e-18	3.6698003278e-12	3.3766832638e-16	7.5970684735e-21	1.0976780662e-14	2.1252393297e-13	5.6803075442e-21	4.8121923788e-15	1.7203608352e-15	2.2400551517e-16	3.6309397031e-18	5.5365947584e-15	2.6431021821e-29	2.4515114695e-21	2.4170210397e-25	9.0101536079e-20	1.8801362630e-22	1.4925568542e-18	9.2148050448e-20	2.0193901021e-24	3.3431310884e-20	5.3621513932e-15	2.3091025076e-12	2.2386188254e-14	2.8046451680e-17	4.8776158064e-14	9.3317558531e-23	1.2092135219e-13	4.5421844296e-19	6.4858339931e-19	3.4987242544e-19	1.9421057948e-23	5.6721688619e-18	2.8483733038e-19	1.0897888744e-07	4.0235440814e-08	1.2501135835e-08
7.7760000000e+01	1.5316000000e+03	2.3596536242e+00	2.5903342985e-21	2.6508172769e-06	1.6236240289e-01	1.1368524333e-16	2.1018490185e-16	1.6752725407e-72	2.2084393157e-05	1.6752725407e-72	8.4848312543e-11	1.6616455900e-09	1.1047615120e-18	3.7365960577e-08	1.0184969850e-11	8.9054343806e-12	8.9986396462e-14	8.8984756506e-10	2.8237847582e-08	4.3407702190e-04	6.4385885441e-16	8.6866160523e-18	5.4465669072e-27	8.2016517311e-23	3.0874891248e-05	1.0512839973e-08	9.3654498013e-26	1.0057929895e-18	1.3913723466e-10	2.6104602563e-14	1.9113788274e-09	5.8841922545e-13	8.5882761661e-10	1.1475765554e-18	4.7763227164e-14	2.2607715824e-15	4.7423654243e-11	1.0211280834e-15	1.4033560284e-12	9.8951388476e-18	3.4777715424e-25	4.1274501240e-18	4.7522151431e-19	4.2049085530e-27	7.4668533261e-21	1.8889916133e-35	8.8320028690e-21	2.3827215876e-28	5.0496327197e-14	1.8857218464e-17	2.1996471660e-23	9.3337729873e-35	9.1386440693e-11	1.1113011040e-21	8.3595464768e-01	2.1846128467e-10	2.2625099607e-16	7.7425098791e-04	2.5216045927e-05	1.2241928651e-16	7.8562054020e-15	2.2249465426e-25	8.2717331577e-40	5.5930756169e-05	3.5550417093e-20	4.5638169971e-43	6.6097562838e-55	3.3374756452e-66	9.0109066782e-20	9.5998641303e-37	1.4005625379e-14	1.7502662067e-18	2.8304277124e-12	2.5945487727e-16	5.8521069460e-21	8.5804223087e-15	1.9830009272e-13	6.9104749755e-21	5.5841696955e-15	1.9882305716e-15	2.3422568488e-16	3.1426572114e-18	4.8244803782e-15	3.5679991707e-29	3.5553887555e-21	2.9847592738e-25	1.1551668288e-19	2.1058437577e-22	1.6935920827e-18	8.9353891178e-20	1.6538166377e-24	2.7485515258e-20	5.7965237367e-15	2.4872380501e-12	2.0471011360e-14	3.2982667069e-17	4.9677633937e-14	8.9408333729e-23	1.2567259492e-13	3.8671424208e-19	5.1397443234e-19	4.6625885845e-19	2.2188415383e-23	6.7424304427e-18	1.9848245168e-19	1.0747779119e-07	4.1746182850e-08	1.2597236248e-08
6.1650000000e+01	1.5255000000e+03	2.3596534846e+00	3.1023294826e-21	2.7741122751e-06	1.6236239288e-01	1.1203192786e-16	2.2251094887e-16	1.6752724374e-72	2.2084391795e-05	1.6752724374e-72	8.1268898812e-11	1.6284999111e-09	1.2250128059e-18	4.3522908036e-08	1.1673491473e-11	1.0699261708e-11	9.4936180264e-14	9.9952349434e-10	2.8672085628e-08	4.2126501678e-04	7.6525681810e-16	1.0321277797e-17	5.5151846963e-27	8.6599093506e-23	4.3675543675e-05	1.4762899908e-08	1.2888654048e-25	1.3398388072e-18	1.8368043341e-10	3.0085580629e-14	2.1216470576e-09	5.7015971594e-13	7.9041743865e-10	1.1961943966e-18	4.6428719315e-14	2.1719292857e-15	4.3572516467e-11	1.1774494183e-15	1.8390280640e-12	1.3547142938e-17	4.5452855734e-25	5.5075810298e-18	6.9516751503e-19	6.8862134667e-27	1.3496526713e-20	3.4567940545e-35	1.5380274750e-20	4.1979089684e-28	4.6034496760e-14	1.6946757322e-17	1.8994375955e-23	7.4471908579e-35	9.2266579950e-11	1.0289206203e-21	8.3599966283e-01	1.8724477735e-10	1.7477318810e-16	7.6144128257e-04	2.0751507498e-05	7.7878816998e-17	7.9474906474e-15	2.0829937313e-25	6.9460388861e-40	5.8159957722e-05	3.2710516142e-20	3.4589662493e-43	4.6550525684e-55	2.1347843107e-66	9.3926025028e-20	8.6917691809e-37	1.1993081124e-14	1.2001613059e-18	2.1840544712e-12	2.1095386874e-16	5.0304026274e-21	7.0404834317e-15	1.9928876145e-13	9.9999337178e-21	7.0691242028e-15	2.5115042410e-15	2.6570195810e-16	2.8920807514e-18	4.2202664350e-15	6.2940417652e-29	6.1712996400e-21	4.5047138875e-25	1.6845371881e-19	2.7068635829e-22	2.0761653948e-18	9.0384680484e-20	1.4483003064e-24	2.2844818103e-20	6.8821756380e-15	2.7916677790e-12	1.9063436484e-14	4.4397539938e-17	5.2632814423e-14	9.7691029445e-23	1.3580681008e-13	3.5596769737e-19	4.4411342940e-19	7.1370262625e-19	2.9638482414e-23	8.7120226459e-18	1.4920901401e-19	1.0700381294e-07	4.2223731309e-08	1.2630381047e-08
4.8870000000e+01	1.5179000000e+03	2.3596534147e+00	3.4497735584e-21	2.8511545157e-06	1.6236238663e-01	1.0579870351e-16	2.2511079833e-16	1.6752723729e-72	2.2084390945e-05	1.6752723729e-72	7.7025981997e-11	1.5883611938e-09	1.2738159617e-18	4.9152191054e-08	1.2912534482e-11	1.2299480491e-11	9.5532127013e-14	1.0877323546e-09	2.8327225532e-08	4.0508634621e-04	8.6045947305e-16	1.1595274130e-17	5.1762089444e-27	8.5666969846e-23	5.9843320361e-05	2.0032816653e-08	1.6056721511e-25	1.6506979098e-18	2.3050146282e-10	3.2790755238e-14	2.2724216554e-09	5.3033354198e-13	7.0995804823e-10	1.1832645782e-18	4.3402447551e-14	2.0006241496e-15	3.9093380883e-11	1.2835318855e-15	2.2854096536e-12	1.7265740953e-17	5.4178213325e-25	6.8795473046e-18	9.3473642589e-19	1.0043417666e-26	2.2263593823e-20	5.4537106949e-35	2.4197414647e-20	6.5814617614e-28	4.0610443509e-14	1.4676369010e-17	1.5636876164e-23	5.5480850301e-35	9.0600845097e-11	9.0567615459e-22	8.3605363339e-01	1.5747637119e-10	1.3168085710e-16	7.4526275508e-04	1.7083625530e-05	4.8789386072e-17	7.7527707116e-15	1.8424794062e-25	5.3563939872e-40	5.9991095856e-05	2.8916830386e-20	2.3938889104e-43	2.9362968158e-55	1.1925155083e-66	9.3143120842e-20	7.2170360778e-37	9.9836442639e-15	8.0196395108e-19	1.6557527746e-12	1.6578484764e-16	4.1153417357e-21	5.5968927553e-15	1.9260889862e-13	1.3249944540e-20	8.4029048351e-15	2.9772624618e-15	2.8346155857e-16	2.5174411253e-18	3.5508641667e-15	9.7687975543e-29	9.6694614939e-21	6.0991902396e-25	2.2503888214e-19	3.1789979054e-22	2.3666410547e-18	8.5880573576e-20	1.1827119319e-24	1.7997789112e-20	7.7165743131e-15	3.0047197125e-12	1.7238850853e-14	5.5336973077e-17	5.3087305247e-14	9.9521923545e-23	1.4056784237e-13	3.1026373380e-19	3.6923551908e-19	1.0057224639e-18	3.6254981433e-23	1.0529913254e-17	1.0863923236e-19	1.0641808348e-07	4.2813697932e-08	1.2670519215e-08
3.8750000000e+01	1.5193000000e+03	2.3596528968e+00	5.4295434667e-21	3.2550722081e-06	1.6236235382e-01	1.2476474621e-16	2.8379922262e-16	1.6752720344e-72	2.2084386482e-05	1.6752720344e-72	8.2008829108e-11	1.6550118181e-09	1.7692037065e-18	5.9588590711e-08	1.5080496617e-11	1.6092238950e-11	1.1634969706e-13	1.2530358510e-09	3.0171965359e-08	3.7794572424e-04	1.1978256402e-15	1.5492797008e-17	6.6034422399e-27	1.0822956655e-22	8.6962901921e-05	2.7986890687e-08	3.0169706987e-25	2.7088475575e-18	3.2856465676e-10	4.1814883980e-14	2.5338371264e-09	5.2902884249e-13	6.2126781238e-10	1.2849185207e-18	4.4820088358e-14	2.0716120908e-15	3.5454367213e-11	1.5706844901e-15	3.1319237450e-12	2.7020652357e-17	9.0963854074e-25	1.0149019809e-17	1.6618270910e-18	2.2346196558e-26	4.4592194900e-20	1.4580455686e-34	4.9168874383e-20	1.3837862125e-27	4.2269848779e-14	1.4709967964e-17	1.5182038068e-23	5.2657711538e-35	1.0010441845e-10	9.7993118086e-22	8.3613976113e-01	1.4413029314e-10	1.0901261620e-16	7.1812728725e-04	1.3681843373e-05	3.1748357217e-17	8.7212677109e-15	2.0253723925e-25	5.7957655211e-40	6.1686760466e-05	2.9360554942e-20	2.3421409520e-43	2.8046307168e-55	1.1179333636e-66	1.1310662259e-19	8.6911170126e-37	9.3094522301e-15	5.9164492274e-19	1.2470025087e-12	1.4230413350e-16	4.0229345162e-21	4.7939924459e-15	2.0946669787e-13	2.2796256842e-20	1.1205162810e-14	3.9721363243e-15	3.3610750418e-16	2.3545243919e-18	2.9128345259e-15	2.2831986389e-28	1.9663130821e-20	1.1106116343e-24	3.5804244658e-19	4.5146614965e-22	2.9455913371e-18	8.3980347107e-20	1.0366627712e-24	1.3841076728e-20	9.9540591312e-15	3.4038726451e-12	1.5875047153e-14	8.3924016284e-17	5.5435842860e-14	1.2332159461e-22	1.5136977060e-13	3.0060735371e-19	3.5189962183e-19	1.7396153987e-18	5.6107132323e-23	1.4234657895e-17	9.0508480684e-20	1.0776787435e-07	4.1458894043e-08	1.2603865710e-08
3.0720000000e+01	1.5272000000e+03	2.3596520292e+00	1.0730561202e-20	4.0088812028e-06	1.6236229259e-01	1.7247832857e-16	4.1512479193e-16	1.6752714027e-72	2.2084378155e-05	1.6752714027e-72	9.6018729150e-11	1.8228951655e-09	2.9590602805e-18	7.4247527597e-08	1.7708235284e-11	2.2371091391e-11	1.5893283691e-13	1.4555263404e-09	3.3160039520e-08	3.3723010440e-04	1.8992945713e-15	2.2678238758e-17	1.0249793965e-26	1.5907016200e-22	1.2764961144e-04	3.8273252152e-08	7.2847152199e-25	5.2231738901e-18	4.9064618235e-10	5.7052514244e-14	2.7789191154e-09	5.3017678086e-13	5.0963168360e-10	1.4115289096e-18	4.8115868778e-14	2.2582562226e-15	3.1353171846e-11	1.9762879531e-15	4.3575439416e-12	4.6394088643e-17	1.8661877065e-24	1.6097470729e-17	3.4192863864e-18	6.2980821048e-26	9.4097279774e-20	5.2066707846e-34	1.0972958165e-19	3.2762228242e-27	4.9505555076e-14	1.6197485270e-17	1.6251192326e-23	5.7663754320e-35	1.1922100772e-10	1.2057473693e-21	8.3626562789e-01	1.4002133004e-10	9.6338851720e-17	6.7742335391e-04	1.0727473231e-05	2.1172156410e-17	1.0752175517e-14	2.5492500300e-25	7.7573745615e-40	6.3156590894e-05	3.2537550163e-20	2.8463685186e-43	3.4612465090e-55	1.4434419234e-66	1.5579333858e-19	1.3274626328e-36	9.3977920191e-15	4.6747330387e-19	9.1225387670e-13	1.2704705092e-16	4.3641480839e-21	4.2293205940e-15	2.4214974636e-13	4.4227884566e-20	1.5161815684e-14	5.3899176489e-15	4.0162764674e-16	2.1651290065e-18	2.1902580324e-15	6.5463261409e-28	4.4068862037e-20	2.2862475026e-24	5.8997530283e-19	6.7121399672e-22	3.5656390421e-18	7.6516111655e-20	8.7245363260e-25	9.5441863155e-21	1.3559029481e-14	3.8187051380e-12	1.4316375131e-14	1.3695089918e-16	5.5424696001e-14	1.6645573537e-22	1.5864732195e-13	2.9724739219e-19	3.6264289271e-19	3.2553149820e-18	9.5982853104e-23	1.9463259791e-17	8.2874979861e-20	1.1071068096e-07	3.8502021233e-08	1.2435976986e-08
2.4350000000e+01	1.5261000000e+03	2.3596515385e+00	1.4409651573e-20	4.4460033520e-06	1.6236225711e-01	1.9011037288e-16	4.7937069770e-16	1.6752710365e-72	2.2084373327e-05	1.6752710365e-72	1.0230706814e-10	1.9083434385e-09	3.5630123019e-18	8.2401325584e-08	1.8513333518e-11	2.5820766797e-11	1.7244496296e-13	1.5090405663e-09	3.2488334675e-08	2.9796830629e-04	2.3267479664e-15	2.6246119632e-17	1.1143449635e-26	1.7425241807e-22	1.6689500103e-04	4.7213590636e-08	1.0777731568e-24	6.9851471390e-18	5.9563659100e-10	6.1447903612e-14	2.7029642116e-09	4.5750683984e-13	3.9616192680e-10	1.2824509667e-18	4.4187608740e-14	2.0694886320e-15	2.5914957873e-11	2.0111543417e-15	4.9911326419e-12	5.8908006957e-17	2.4988663858e-24	1.9765211115e-17	4.8324502455e-18	1.0331283118e-25	1.4025464634e-19	9.3626361200e-34	1.6167054474e-19	4.8829571336e-27	4.8920802128e-14	1.5082961579e-17	1.4194264931e-23	4.6907926524e-35	1.2410949955e-10	1.1674326915e-21	8.3638619806e-01	1.2441490198e-10	7.6743815931e-17	6.3816254836e-04	8.6032783865e-06	1.3462550641e-17	1.1249865024e-14	2.4848678648e-25	7.0047223909e-40	6.4214604012e-05	3.0571601668e-20	2.3048582180e-43	2.6130376264e-55	1.0117614975e-66	1.6949122387e-19	1.3301010621e-36	8.3883142419e-15	3.3137890028e-19	6.4234021419e-13	9.9320488820e-17	3.7901876414e-21	3.3117852001e-15	2.3792114058e-13	5.8653126003e-20	1.6225914803e-14	5.7659416523e-15	3.8313311848e-16	1.6441804910e-18	1.4985147234e-15	1.0632507197e-27	6.4890804065e-20	2.9845370827e-24	6.9593937411e-19	7.0367850622e-22	3.3698474758e-18	5.7742948754e-20	5.8324544254e-25	5.7468253212e-21	1.4751639744e-14	3.7393500012e-12	1.1917990466e-14	1.6299043054e-16	4.7484077204e-14	1.6775148116e-22	1.4508239119e-13	2.4009789808e-19	3.1529215220e-19	4.3817088967e-18	1.1461209567e-22	2.1005144624e-17	6.5694625623e-20	1.1222735658e-07	3.6979024639e-08	1.2350525596e-08
1.9310000000e+01	1.5345000000e+03	2.3596502395e+00	2.6667556477e-20	5.5020136493e-06	1.6236217136e-01	2.6435377418e-16	6.8871120471e-16	1.6752701517e-72	2.2084361664e-05	1.6752701517e-72	1.2425193003e-10	2.1546176699e-09	5.5661704540e-18	9.4517727516e-08	1.9445210497e-11	3.2358610823e-11	2.1904242287e-13	1.5751018092e-09	3.3028477383e-08	2.4476793684e-04	3.4184770611e-15	3.4551293160e-17	1.6028757967e-26	2.3664020374e-22	2.2007356052e-04	5.6324129603e-08	2.2524614159e-24	1.1592214790e-17	7.5998150346e-10	7.1745967035e-14	2.5233992429e-09	3.9090003756e-13	2.7586722706e-10	1.1690548009e-18	4.2717571958e-14	2.0332184904e-15	2.0555276800e-11	2.1016731333e-15	5.7616451271e-12	8.4327804399e-17	4.4042831213e-24	2.6597645099e-17	8.3177966615e-18	2.3238243130e-25	2.2097641813e-19	2.4712336982e-33	2.6340130067e-19	8.3800523273e-27	5.7486850329e-14	1.6189429092e-17	1.4414784791e-23	4.7560789420e-35	1.4450840958e-10	1.3712825106e-21	8.3654765019e-01	1.2083445576e-10	6.7545644167e-17	5.8496681977e-04	6.7094672281e-06	8.9206959493e-18	1.3515190164e-14	2.9739919251e-25	8.7185872940e-40	6.5155416690e-05	3.2867301669e-20	2.5945915317e-43	2.9140825285e-55	1.1534503338e-66	2.2278826777e-19	1.9002440436e-36	8.4394249897e-15	2.6086397429e-19	4.3131840512e-13	8.1738245581e-17	3.8054580332e-21	2.6915121940e-15	2.5380108110e-13	9.0166944488e-20	1.7284015048e-14	6.1602335848e-15	3.6031953006e-16	1.1884482780e-18	8.8184204793e-16	2.2412417586e-27	1.0619761330e-19	4.4945557711e-24	8.3429985068e-19	7.6181447907e-22	2.9567080497e-18	3.8041672895e-20	3.5569003390e-25	2.8592930315e-21	1.7105892831e-14	3.5569715899e-12	9.6008232748e-15	2.1014614145e-16	3.7246106892e-14	1.8876218816e-22	1.2586100959e-13	1.9715644926e-19	3.0921570076e-19	6.4511454378e-18	1.5450495179e-22	2.2506019900e-17	6.0021850394e-20	1.1575649248e-07	3.3427865023e-08	1.2104243834e-08
1.5310000000e+01	1.5572000000e+03	2.3596472971e+00	7.7029911234e-20	7.9918646277e-06	1.6236196918e-01	5.1623185462e-16	1.3655731250e-15	1.6752680656e-72	2.2084334164e-05	1.6752680656e-72	1.8076593885e-10	2.6918090327e-09	1.2423261300e-17	1.1124087369e-07	2.0168896047e-11	4.4830870327e-11	3.4207274570e-13	1.6274400085e-09	3.4613838746e-08	1.7656162222e-04	6.4026975016e-15	5.3847763192e-17	3.3921679995e-26	4.3006433498e-22	2.8825485654e-04	6.2974503713e-08	7.4430241778e-24	2.5176880342e-17	9.9582724803e-10	8.9955128574e-14	2.1177376900e-09	3.1402242122e-13	1.5604174546e-10	1.0250983913e-18	4.3602096466e-14	2.1663134737e-15	1.5037299404e-11	2.1861904574e-15	6.4448347212e-12	1.3778631619e-16	1.1076395301e-23	3.9120325391e-17	1.8301868470e-17	7.7339403005e-25	3.5481513259e-19	1.0417814476e-32	4.5333416766e-19	1.6135507470e-26	8.6996370632e-14	2.1451122943e-17	1.8355418215e-23	6.7116399039e-35	1.9875051862e-10	2.1480989656e-21	8.3675248512e-01	1.3361518883e-10	6.8778061442e-17	5.1677736216e-04	5.0221073484e-06	6.2739877940e-18	1.9938448052e-14	4.8340329963e-25	1.7496483207e-39	6.5990643203e-05	4.3183379999e-20	4.7687361606e-43	5.8147743516e-55	2.7151187458e-66	3.8840905395e-19	4.5970206444e-36	1.0116211161e-14	2.3921255162e-19	2.6385112806e-13	7.0805507755e-17	4.6113557877e-21	2.2552207080e-15	2.9831816191e-13	1.6046116582e-19	1.7056335940e-14	6.1272332954e-15	3.0945936880e-16	7.4469692310e-19	3.8798918569e-16	6.3040153465e-27	1.8495493962e-19	7.6010872406e-24	9.3344079884e-19	7.8757197265e-22	2.1203750923e-18	1.8714344511e-20	1.7261459287e-25	9.7972823419e-22	2.0794878964e-14	3.0973680981e-12	7.2258152432e-15	2.8409129888e-16	2.3943517353e-14	2.3884624839e-22	9.6785501787e-14	1.5866046674e-19	3.6358987037e-19	1.0110235837e-17	2.3203944980e-22	2.2268605333e-17	6.7465753983e-20	1.2157858192e-07	2.7549075648e-08	1.1567034715e-08
1.2130000000e+01	1.5731000000e+03	2.3596441100e+00	1.6068307230e-19	1.0704715189e-05	1.6236174891e-01	8.4652309447e-16	2.2909242909e-15	1.6752657929e-72	2.2084304203e-05	1.6752657929e-72	2.3902533760e-10	3.1749803882e-09	2.0936523007e-17	1.1667887742e-07	1.8933835001e-11	5.3218835997e-11	4.3521384756e-13	1.5235471678e-09	3.2312320704e-08	1.2305817826e-04	9.5729735328e-15	6.9289570674e-17	5.3136395759e-26	6.0710311034e-22	3.4175342271e-04	6.5387287368e-08	1.5968422958e-23	3.9076158384e-17	1.0544863765e-09	8.9057660920e-14	1.5357082297e-09	2.1296688431e-13	8.0242238823e-11	7.4743340931e-19	3.9004986532e-14	1.9957996660e-15	1.0324154169e-11	1.8590222658e-15	5.9764654964e-12	1.7178443843e-16	1.9005248748e-23	4.4841179991e-17	2.9029739768e-17	1.5642883556e-24	4.1532539622e-19	2.3239268003e-32	5.0914546249e-19	1.9571960673e-26	1.1548014732e-13	2.5373001106e-17	2.0616945120e-23	7.8910305107e-35	2.5021954140e-10	2.8841126765e-21	8.3691229606e-01	1.3792446303e-10	6.4680693052e-17	4.6327816395e-04	3.8262369360e-06	4.2542058913e-18	2.6337616500e-14	6.6573482292e-25	2.7154641026e-39	6.6585765297e-05	5.0792918281e-20	6.7169026275e-43	8.4538992210e-55	4.3119500280e-66	5.8225567749e-19	8.4112232832e-36	1.1035842250e-14	2.0178423443e-19	1.5258292065e-13	5.3894882830e-17	4.5814548925e-21	1.6779899246e-15	3.0123756076e-13	1.9649928189e-19	1.2963524939e-14	4.6821736859e-15	2.0613077070e-16	3.7131541612e-19	1.4640814087e-16	1.0277440670e-26	2.0941560494e-19	8.1279553119e-24	7.2527187289e-19	5.5868036345e-22	1.1288632782e-18	7.1512630625e-21	6.2971570049e-26	2.7151913146e-22	2.0161020223e-14	2.3037989325e-12	5.0592668168e-15	2.7784023129e-16	1.2608036003e-14	2.3218723330e-22	6.4512402392e-14	1.0511847214e-19	3.8667489938e-19	1.1353292488e-17	2.4386027568e-22	1.6957046432e-17	6.7871968855e-20	1.2554930205e-07	2.3519893568e-08	1.1083844016e-08
9.6200000000e+00	1.5776000000e+03	2.3596418606e+00	2.1775980008e-19	1.2626195941e-05	1.6236159292e-01	1.0584298218e-15	2.9801039901e-15	1.6752641834e-72	2.2084282986e-05	1.6752641834e-72	2.7289552740e-10	3.4452515935e-09	2.4593897622e-17	1.1065279658e-07	1.6586728113e-11	5.4011036875e-11	4.3482597589e-13	1.3312498345e-09	2.7240438941e-08	8.7964598462e-05	1.0894972216e-14	7.2052865027e-17	5.6468547837e-26	6.2669161761e-22	3.7685835246e-04	6.6203223032e-08	2.0372357316e-23	4.1900050990e-17	9.3487203622e-10	7.1288021628e-14	1.0367695295e-09	1.2982472489e-13	4.1655459415e-11	4.8152849229e-19	3.0960300221e-14	1.5972772745e-15	7.0021730232e-12	1.3589190986e-15	4.8648192778e-12	1.6508904791e-16	2.0995511221e-23	4.0791319209e-17	3.2435097322e-17	1.8336112494e-24	3.7936314739e-19	2.6149959373e-32	4.0034342788e-19	1.5780756077e-26	1.2522247171e-13	2.5384450855e-17	1.9371142829e-23	7.1552027188e-35	2.7637782586e-10	3.0903732018e-21	8.3701706504e-01	1.2826275577e-10	5.4015431125e-17	4.2817400911e-04	3.0073266219e-06	2.7445341684e-18	2.9537332744e-14	7.1972329643e-25	2.8921550787e-39	6.6998174049e-05	5.0827815382e-20	6.4173611729e-43	7.7643181216e-55	3.8676410156e-66	6.9933990044e-19	1.0177181350e-35	1.0441224675e-14	1.5039392010e-19	8.7787300817e-14	3.6392582601e-17	3.6223389620e-21	1.1258833831e-15	2.6005597358e-13	1.6946264925e-19	8.2825654959e-15	2.9960240742e-15	1.1678284809e-16	1.6422353646e-19	5.5112493546e-17	9.7473868536e-27	1.6503771175e-19	5.7997952655e-24	4.3549781058e-19	3.0088628333e-22	5.1624449595e-19	2.5232670747e-21	2.0178844098e-26	7.4131699759e-23	1.6073212458e-14	1.5691968002e-12	3.4564545160e-15	2.0702775770e-16	6.1540663752e-15	1.7619087350e-22	4.0532358494e-14	6.0659954257e-20	3.5716130405e-19	9.5743062432e-18	1.8572871422e-22	1.0859209560e-17	5.7757359291e-20	1.2746142557e-07	2.1573756406e-08	1.0813559112e-08
7.6270000000e+00	1.5746000000e+03	2.3596405416e+00	2.2511565828e-19	1.3724504757e-05	1.6236150378e-01	1.1113737096e-15	3.2995153505e-15	1.6752632635e-72	2.2084270860e-05	1.6752632635e-72	2.8326077828e-10	3.5474262245e-09	2.3051634472e-17	9.9011039766e-08	1.4022893751e-11	5.0011048604e-11	3.7420922780e-13	1.1226382275e-09	2.1639140207e-08	6.4290907257e-05	1.0473596745e-14	6.5923259185e-17	4.7036806965e-26	5.3222158507e-22	4.0054983535e-04	6.6752207648e-08	1.8854124373e-23	3.5887651386e-17	7.4918155556e-10	5.0407662996e-14	6.7690150784e-10	7.4786034984e-14	2.2014260002e-11	2.9067902069e-19	2.2943903223e-14	1.1772231891e-15	4.7499072266e-12	9.1485304131e-16	3.6984200042e-12	1.3631479432e-16	1.7704080728e-23	3.2407078158e-17	2.9387284719e-17	1.5439851009e-24	3.0294362205e-19	1.9457678164e-32	2.5699060936e-19	1.0046944612e-26	1.1917064812e-13	2.2843570273e-17	1.6290071701e-23	5.5218809877e-35	2.8127559034e-10	2.8762883882e-21	8.3708800381e-01	1.1145980035e-10	4.1743320315e-17	4.0448116595e-04	2.4096176301e-06	1.7115407541e-18	2.9883905227e-14	6.6873489333e-25	2.4324413772e-39	6.7302821791e-05	4.5927313342e-20	4.8033567887e-43	5.3471229792e-55	2.4250343085e-66	7.3180402145e-19	9.4977094184e-36	9.0079168760e-15	1.0334693756e-19	5.0593486364e-14	2.2869905971e-17	2.4860402567e-21	7.1053270219e-16	2.0420498117e-13	1.1895101966e-19	4.8240891718e-15	1.7432464556e-15	6.0742926725e-17	6.8449682087e-20	2.1081868148e-17	6.6996761682e-27	1.0578225331e-19	3.2739548178e-24	2.2733083087e-19	1.3919957730e-22	2.1952890982e-19	8.6657971689e-22	6.0911129120e-27	2.0522081221e-23	1.1444402369e-14	1.0228025742e-12	2.3432390805e-15	1.3203766705e-16	2.9139449417e-15	1.1569843178e-22	2.4879827010e-14	3.2482071903e-20	3.0250158663e-19	6.8504922550e-18	1.1723568503e-22	6.3419132330e-18	4.4079113854e-20	1.2821556778e-07	2.0809166965e-08	1.0711376652e-08
